time,open,high,low,close,Basis,Upper,Lower,OPR EU High,OPR EU Low,OPR US High,OPR US Low,Volume,Volume MA,Conversion Line,Base Line,Lagging Span,Leading Span A,Leading Span B,MA,Smoothing Line,MA 1,MA 2,MA 3,Top Fractals,Bottom Fractals,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,MOM,MOM,MOM
1993-03-04T14:30:00Z,45.1875,45.1875,44.875,44.875,44.3671875,45.55153776359377,43.18283723640623,NaN,NaN,NaN,NaN,89500,241245,44.328125,NaN,44.28125,NaN,NaN,44.60267857142857,44.24285714285715,44.3671875,NaN,NaN,0,0,58.318276267052106,NaN,NaN,NaN,1.46875,0.53125,-0.25
1993-03-05T14:30:00Z,44.9375,45.125,44.71875,44.75,44.3546875,45.517132895223696,43.1922421047763,NaN,NaN,NaN,NaN,40000,216670,44.328125,NaN,44.90625,NaN,NaN,44.67410714285713,44.395535714285714,44.3546875,NaN,NaN,0,1,56.83235709235174,NaN,NaN,NaN,1.1875,0.34375,-0.125
1993-03-08T14:30:00Z,44.84375,45.75,44.84375,45.75,44.39375,45.68182632731984,43.105673672680155,NaN,NaN,NaN,NaN,50800,194605,44.734375,44.28125,45,NaN,NaN,44.875,44.56339285714286,44.39375,NaN,NaN,1,0,64.44261836634702,NaN,NaN,NaN,2.03125,1.46875,1
1993-03-09T14:30:00Z,45.65625,45.6875,45.5,45.59375,44.425,45.79507641210301,43.05492358789699,NaN,NaN,NaN,NaN,169300,173265,44.9375,44.28125,44.9375,NaN,NaN,45.044642857142854,44.72589285714285,44.425,NaN,NaN,0,0,62.63110869726531,NaN,NaN,NaN,1.90625,0.65625,-0.15625
1993-03-10T14:30:00Z,45.59375,45.6875,45.40625,45.6875,44.47656249999999,45.951201624286924,43.00192337571306,NaN,NaN,NaN,NaN,194400,176880,44.96875,44.28125,44.9375,NaN,NaN,45.245535714285715,44.88839285714285,44.47656249999999,NaN,NaN,0,0,63.28137969134854,NaN,NaN,NaN,1.4375,0.5625,0.09375
1993-03-11T14:30:00Z,45.71875,45.84375,45.5,45.5625,44.51875,46.06521774942152,42.97228225057847,NaN,NaN,NaN,NaN,70900,161445,45.03125,44.328125,44.9375,NaN,NaN,45.33482142857144,45.034821428571426,44.51875,NaN,NaN,1,0,61.776385920431586,NaN,NaN,NaN,1.21875,0.6875,-0.125
1993-03-12T14:30:00Z,45.1875,45.21875,44.8125,45.09375,44.5265625,46.08295995787369,42.970165042126304,NaN,NaN,NaN,NaN,643600,192650,45.046875,44.328125,44.75,NaN,NaN,45.33035714285716,45.166071428571435,44.5265625,NaN,NaN,0,1,56.486748475349124,NaN,NaN,NaN,0.6875,0.34375,-0.46875
1993-03-15T14:30:00Z,45.0625,45.3125,45.0625,45.3125,44.56249999999999,46.15618872431304,42.968811275686946,NaN,NaN,NaN,NaN,310800,206065,45.28125,44.328125,44.53125,NaN,NaN,45.39285714285716,45.26964285714287,44.56249999999999,NaN,NaN,0,0,58.238899061540245,NaN,NaN,NaN,1.03125,-0.4375,0.21875
1993-03-16T14:30:00Z,45.3125,45.4375,45.3125,45.3125,44.654687499999994,46.19711798364525,43.11225701635474,NaN,NaN,NaN,NaN,30800,188865,45.28125,44.328125,44.5,NaN,NaN,45.4732142857143,45.35535714285716,44.654687499999994,NaN,NaN,0,0,58.238899061540245,NaN,NaN,NaN,0.375,-0.28125,0
1993-03-17T14:30:00Z,45.25,45.25,44.96875,45.03125,44.73437499999999,46.1785848834672,43.29016511653278,NaN,NaN,NaN,NaN,21800,179410,45.28125,44.328125,43.9375,NaN,NaN,45.37053571428573,45.380357142857164,44.73437499999999,NaN,NaN,0,1,55.09420172008586,NaN,NaN,NaN,-0.09375,-0.65625,-0.28125
1993-03-18T14:30:00Z,45.21875,45.5,45.21875,45.3125,44.82968749999999,46.157643371585934,43.50173162841405,NaN,NaN,NaN,NaN,59300,163470,45.328125,44.328125,43.75,NaN,NaN,45.33035714285716,45.37946428571431,44.82968749999999,NaN,NaN,1,0,57.503592341401514,NaN,NaN,NaN,0.4375,-0.25,0.28125
1993-03-19T14:30:00Z,45.28125,45.28125,45.03125,45.03125,44.90312499999999,46.098477327770176,43.7077726722298,NaN,NaN,NaN,NaN,66900,165070,45.328125,44.328125,43.40625,NaN,NaN,45.23660714285716,45.36071428571431,44.90312499999999,NaN,NaN,0,0,54.436784549728614,NaN,NaN,NaN,0.28125,-0.0625,-0.28125
1993-03-22T14:30:00Z,44.59375,44.875,44.5625,44.78125,44.95624999999999,46.02395782520541,43.88854217479457,NaN,NaN,NaN,NaN,183400,148560,45.203125,44.328125,43.875,NaN,NaN,45.125000000000014,45.307142857142885,44.95624999999999,NaN,NaN,0,1,51.85557189130074,NaN,NaN,NaN,-0.96875,-0.53125,-0.25
1993-03-23T14:30:00Z,44.90625,44.9375,44.8125,44.875,45.015624999999986,45.91299529007366,44.11825470992631,NaN,NaN,NaN,NaN,55200,132635,45.203125,44.328125,43.78125,NaN,NaN,45.093750000000014,45.231250000000024,45.015624999999986,NaN,NaN,0,0,52.73796938454575,NaN,NaN,NaN,-0.71875,-0.4375,0.09375
1993-03-24T14:30:00Z,44.8125,45.0625,44.59375,44.875,45.046874999999986,45.87638445594784,44.21736554405213,NaN,NaN,NaN,NaN,37200,133180,45.03125,44.328125,43.96875,NaN,NaN,45.031250000000014,45.16339285714288,45.046874999999986,NaN,NaN,0,0,52.73796938454574,NaN,NaN,NaN,-0.8125,-0.15625,0
1993-03-25T14:30:00Z,44.90625,45.25,44.84375,45.15625,45.08749999999999,45.852352927041906,44.32264707295808,NaN,NaN,NaN,NaN,110100,136460,45.03125,44.328125,44.03125,NaN,NaN,45.00892857142859,45.09910714285717,45.08749999999999,NaN,NaN,0,0,55.43925513746297,NaN,NaN,NaN,-0.40625,-0.15625,0.28125
1993-03-26T14:30:00Z,45.125,45.15625,44.875,44.90625,45.11249999999999,45.81695014018423,44.40804985981575,NaN,NaN,NaN,NaN,101500,138225,45.03125,44.59375,44.3125,NaN,NaN,44.991071428571445,45.050000000000026,45.11249999999999,NaN,NaN,0,0,52.63161388513188,NaN,NaN,NaN,-0.1875,-0.125,-0.25
1993-03-29T14:30:00Z,44.9375,45.3125,44.9375,45.09375,45.15312499999999,45.74601911997954,44.560230880020434,NaN,NaN,NaN,NaN,87100,139255,45.03125,44.65625,44.46875,NaN,NaN,44.959821428571445,45.01696428571431,45.15312499999999,NaN,NaN,0,0,54.44829792194852,NaN,NaN,NaN,-0.21875,0.3125,0.1875
1993-03-30T14:30:00Z,45.15625,45.21875,45.09375,45.21875,45.16718749999999,45.752247259238516,44.582127740761464,NaN,NaN,NaN,NaN,56000,132935,45.03125,44.65625,44.59375,NaN,NaN,44.98660714285716,44.995535714285744,45.16718749999999,NaN,NaN,0,0,55.63923249576561,57.33421714818143,NaN,NaN,-0.09375,0.34375,0.125
1993-03-31T14:30:00Z,45.34375,45.46875,45.1875,45.1875,45.17031249999999,45.755105131521425,44.58551986847855,NaN,NaN,NaN,NaN,111600,124510,45.015625,44.78125,44.4375,NaN,NaN,45.044642857142875,44.99821428571432,45.17031249999999,NaN,NaN,1,0,55.25998444261948,57.114569740310834,NaN,NaN,0.15625,0.3125,-0.03125
1993-04-01T14:30:00Z,45.25,45.25,44.9375,45.03125,45.17812499999999,45.75098105740569,44.605268942594286,NaN,NaN,NaN,NaN,129500,126510,45.015625,44.984375,44.34375,NaN,NaN,45.0669642857143,45.00982142857146,45.17812499999999,NaN,NaN,0,0,53.350822994035454,56.73247470389515,NaN,NaN,-0.28125,-0.125,-0.15625
1993-04-02T14:30:00Z,44.65625,44.65625,44.09375,44.09375,45.14531249999999,45.868066294096295,44.42255870590368,NaN,NaN,NaN,NaN,59400,127480,44.78125,44.96875,44.4375,NaN,NaN,44.95535714285716,45.0026785714286,45.14531249999999,NaN,NaN,0,0,43.81433129561357,56.04181065763617,NaN,NaN,-0.9375,-0.8125,-0.9375
1993-04-05T13:30:00Z,44.4375,44.4375,44.1875,44.3125,45.0734375,45.82662733123637,44.32024766876363,NaN,NaN,NaN,NaN,172200,133550,44.78125,44.96875,44.625,NaN,NaN,44.834821428571445,44.9776785714286,45.0734375,NaN,NaN,0,0,46.17168308163752,55.53415951426882,NaN,NaN,-0.46875,-0.78125,0.21875
1993-04-06T13:30:00Z,44.40625,44.40625,44.0625,44.1875,45.003125,45.80956877516407,44.19668122483593,NaN,NaN,NaN,NaN,129700,131570,44.765625,44.953125,44.5625,NaN,NaN,44.73214285714287,44.92678571428574,45.003125,NaN,NaN,0,1,45.03790444800188,54.61012551815715,NaN,NaN,-0.6875,-1.03125,-0.125
1993-04-07T13:30:00Z,44.25,44.34375,44.15625,44.34375,44.935937499999994,45.726871234188636,44.14500376581135,NaN,NaN,NaN,NaN,28000,123250,44.765625,44.953125,44.03125,NaN,NaN,44.62500000000001,44.84285714285717,44.935937499999994,NaN,NaN,0,0,46.75399003381519,53.85407224846905,NaN,NaN,-0.53125,-0.84375,0.15625
1993-04-08T13:30:00Z,44.53125,44.53125,44.09375,44.28125,44.87187499999999,45.656965560065956,44.08678443993402,NaN,NaN,NaN,NaN,180800,128745,44.765625,44.953125,44,NaN,NaN,44.49107142857144,44.7276785714286,44.87187499999999,NaN,NaN,0,0,46.148808808151344,53.03823553974538,NaN,NaN,-0.875,-0.75,-0.0625
1993-04-12T13:30:00Z,44.71875,44.9375,44.65625,44.90625,44.86249999999999,45.64122090635976,44.08377909364022,NaN,NaN,NaN,NaN,348500,113990,44.765625,44.953125,44.15625,NaN,NaN,44.450892857142854,44.62678571428573,44.86249999999999,44.68751,NaN,0,0,52.5920872642899,52.60088798469101,NaN,NaN,0,0.8125,0.625
1993-04-13T13:30:00Z,44.875,45.15625,44.84375,45,44.84687499999999,45.601004257821316,44.092745742178664,NaN,NaN,NaN,NaN,146100,105755,44.765625,44.953125,44.125,44.5078125,NaN,44.44642857142857,44.54910714285716,44.84687499999999,44.70875,NaN,1,0,53.46895670381006,52.45718361461772,NaN,NaN,-0.09375,0.6875,0.09375
1993-04-14T13:30:00Z,45.03125,45.0625,44.90625,44.9375,44.828124999999986,45.55309805984692,44.103151940153055,NaN,NaN,NaN,NaN,119600,110195,44.65625,44.953125,45.03125,44.609375,NaN,44.566964285714285,44.51607142857144,44.828124999999986,44.7225,NaN,0,0,52.7855221048513,52.19749899763253,NaN,NaN,-0.28125,0.75,-0.0625
1993-04-15T13:30:00Z,44.90625,45.03125,44.75,44.9375,44.8234375,45.54429717557926,44.102577824420734,NaN,NaN,NaN,NaN,148600,116535,44.609375,44.953125,45.15625,44.625,NaN,44.65625000000001,44.522321428571445,44.8234375,44.734375,NaN,0,0,52.7855221048513,51.93781438064735,NaN,NaN,-0.25,0.59375,0
1993-04-16T13:30:00Z,44.96875,45.03125,44.875,44.9375,44.80468749999999,45.49243603462392,44.116938965376065,NaN,NaN,NaN,NaN,47900,115965,44.609375,44.953125,44.75,44.6796875,NaN,44.763392857142854,44.57678571428573,44.80468749999999,44.736875,NaN,0,0,52.7855221048513,51.827877256112366,NaN,NaN,-0.09375,0.65625,0
1993-04-19T13:30:00Z,44.9375,45.0625,44.71875,44.75,44.79062499999999,45.47072724415399,44.11052275584599,NaN,NaN,NaN,NaN,157000,120470,44.609375,44.78125,44.9375,44.6875,NaN,44.82142857142857,44.650892857142864,44.79062499999999,44.731875,NaN,1,0,50.54196797947529,51.49637133411588,NaN,NaN,0.65625,-0.15625,-0.1875
1993-04-20T13:30:00Z,44.6875,44.75,44.25,44.53125,44.77812499999999,45.46758244067659,44.08866755932339,NaN,NaN,NaN,NaN,279500,125275,44.625,44.78125,45.03125,44.8046875,NaN,44.857142857142854,44.73303571428572,44.77812499999999,44.723125,NaN,0,0,48.04066210689185,51.19179407493318,NaN,NaN,0.21875,-0.46875,-0.21875
1993-04-21T13:30:00Z,44.625,44.625,44.375,44.5,44.75937499999999,45.45761497486813,44.061135025131854,NaN,NaN,NaN,NaN,67900,125910,44.625,44.78125,45.59375,44.8046875,NaN,44.799107142857146,44.7794642857143,44.75937499999999,44.71375,NaN,0,0,47.68666244997761,50.99327457772731,NaN,NaN,0.3125,-0.4375,-0.03125
1993-04-22T13:30:00Z,44.3125,44.6875,43.9375,43.9375,44.71249999999999,45.49427482372125,43.930725176278735,NaN,NaN,NaN,NaN,97700,128935,44.546875,44.71875,45.4375,44.8046875,NaN,44.64732142857143,44.77767857142858,44.71249999999999,44.699375,NaN,0,0,41.857231516172625,50.47514420304287,NaN,NaN,-0.40625,-1,-0.5625
1993-04-23T13:30:00Z,43.84375,43.96875,43.6875,43.75,44.64218749999999,45.50084629246634,43.78352870753364,NaN,NaN,NaN,NaN,106000,128730,44.421875,44.59375,45.21875,44.828125,NaN,44.47767857142856,44.720535714285724,44.64218749999999,44.68,NaN,0,0,40.13982634111818,49.87523262954632,NaN,NaN,-0.53125,-1.1875,-0.1875
1993-04-26T13:30:00Z,43.78125,43.9375,43.28125,43.40625,44.56718749999999,45.570361174833224,43.564013825166754,NaN,NaN,NaN,NaN,62600,126785,44.171875,44.375,45.65625,44.828125,NaN,44.25892857142857,44.60803571428572,44.56718749999999,44.649375,NaN,0,1,37.20154123568871,49.00677006279517,NaN,NaN,-1.5,-1.34375,-0.34375
1993-04-27T13:30:00Z,43.34375,43.875,43.34375,43.875,44.50624999999999,45.52206248269801,43.49043751730196,NaN,NaN,NaN,NaN,156800,130270,44.171875,44.375,45.59375,44.765625,NaN,44.10714285714285,44.45803571428573,44.50624999999999,44.635,NaN,0,0,43.15908669323061,48.5556973393713,NaN,NaN,-1.125,-0.65625,0.46875
1993-04-28T13:30:00Z,43.8125,43.90625,43.71875,43.78125,44.43437499999999,45.44175014735264,43.426999852647334,NaN,NaN,NaN,NaN,85900,131765,44.171875,44.375,45.4375,44.765625,NaN,43.96874999999999,44.29196428571429,44.43437499999999,44.64125,NaN,0,0,42.31605700723707,47.9779715815279,NaN,NaN,-1.15625,-0.71875,-0.09375
1993-04-29T13:30:00Z,43.875,43.96875,43.625,43.96875,44.37343749999999,45.33773675172631,43.40913824827366,NaN,NaN,NaN,NaN,85000,130435,44.171875,44.375,45.28125,44.6796875,NaN,43.88839285714284,44.14017857142857,44.37343749999999,44.651875,NaN,0,0,44.58898673433117,47.45176940241198,NaN,NaN,-0.96875,0.03125,0.1875
1993-04-30T13:30:00Z,44.125,44.28125,44.03125,44.03125,44.32343749999999,45.24904435330173,43.39783064669825,NaN,NaN,NaN,NaN,88500,128385,44.015625,44.375,45.125,44.6796875,NaN,43.82142857142856,44.00892857142857,44.32343749999999,44.664375,NaN,0,0,45.34277041173301,46.9795211152269,NaN,NaN,-0.90625,0.28125,0.0625
1993-05-03T13:30:00Z,44.09375,44.3125,43.90625,44.3125,44.33437499999999,45.25401742371944,43.414732576280535,NaN,NaN,NaN,NaN,80500,129440,43.984375,44.375,44.71875,44.8125,NaN,43.87499999999999,43.93214285714286,44.33437499999999,44.679375,NaN,0,0,48.64377082045921,46.75537577362803,NaN,NaN,-0.4375,0.90625,0.28125
1993-05-04T13:30:00Z,44.40625,44.625,44.34375,44.46875,44.34218749999999,45.2636068789372,43.42076812106277,NaN,NaN,NaN,NaN,149100,128285,43.984375,44.375,44.875,44.84375,NaN,43.97767857142856,43.90625,44.34218749999999,44.694375,NaN,0,0,50.39148723278802,47.06857367539825,NaN,NaN,-0.0625,0.59375,0.15625
1993-05-05T13:30:00Z,44.46875,44.75,44.46875,44.59375,44.36249999999999,45.28728882724885,43.43771117275113,NaN,NaN,NaN,NaN,109000,127250,44.015625,44.375,44.90625,44.84375,NaN,44.14732142857143,43.94196428571429,44.36249999999999,44.7125,NaN,1,0,51.77019625350353,47.335169540725204,NaN,NaN,0.09375,0.8125,0.125
1993-05-06T13:30:00Z,44.53125,44.5625,44.40625,44.4375,44.36718749999999,45.29249889184477,43.44187610815521,NaN,NaN,NaN,NaN,54700,128585,44.015625,44.375,45.09375,44.8984375,NaN,44.22767857142857,44.009821428571435,44.36718749999999,44.71625,NaN,0,0,49.94824823010495,47.56899543511106,NaN,NaN,0.5,0.46875,-0.15625
1993-05-07T13:30:00Z,44.46875,44.46875,44.28125,44.34375,44.37031249999999,45.29486370024752,43.44576129975246,NaN,NaN,NaN,NaN,68000,122945,44.046875,44.265625,45.03125,45,NaN,44.308035714285715,44.10714285714287,44.37031249999999,44.71625,NaN,0,1,48.864837383587655,47.66951197557642,NaN,NaN,0.59375,0.3125,-0.09375
1993-05-10T13:30:00Z,44.40625,44.6875,44.40625,44.4375,44.34687499999999,45.23909396836134,43.45465603163864,NaN,NaN,NaN,NaN,113900,111215,44.1875,44.21875,44.9375,44.875,NaN,44.37499999999999,44.20714285714287,44.34687499999999,44.71687499999999,NaN,1,0,50.00351732167998,47.853069523839686,NaN,NaN,1.03125,0.125,0.09375
1993-05-11T13:30:00Z,44.4375,44.625,44.3125,44.625,44.328124999999986,45.17947961912508,43.47677038087489,NaN,NaN,NaN,NaN,42600,106040,44.1875,44.21875,45.03125,44.875,NaN,44.45982142857143,44.30357142857144,44.328124999999986,44.72374999999999,NaN,0,0,52.237050756228044,47.83616302345578,NaN,NaN,0.75,0.15625,0.1875
1993-05-12T13:30:00Z,44.4375,44.59375,44.4375,44.5625,44.30937499999998,45.12185096118673,43.49689903881323,NaN,NaN,NaN,NaN,31000,101610,44.328125,44.21875,45.1875,44.859375,NaN,44.49553571428571,44.3732142857143,44.30937499999998,44.71624999999999,NaN,0,0,51.43285517230551,47.73920580766985,NaN,NaN,0.78125,-0.03125,-0.0625
1993-05-13T13:30:00Z,44.375,44.375,44,44.03125,44.26406249999998,45.031178395339225,43.496946604660735,NaN,NaN,NaN,NaN,129100,100635,44.328125,44.21875,44.5,44.859375,NaN,44.43303571428571,44.414285714285725,44.26406249999998,44.694374999999994,NaN,0,0,45.21961527158336,47.37892452989519,NaN,NaN,0.0625,-0.40625,-0.53125
1993-05-14T13:30:00Z,44.03125,44.15625,43.96875,44,44.21718749999998,44.92635597214294,43.50801902785702,NaN,NaN,NaN,NaN,63500,101415,44.359375,44.21875,44.59375,44.859375,NaN,44.348214285714285,44.422321428571436,44.21718749999998,44.67687499999999,NaN,0,0,44.88471435806943,47.002695589572234,NaN,NaN,-0.03125,-0.34375,-0.03125
1993-05-17T13:30:00Z,44.125,44.15625,43.9375,44.15625,44.187499999999986,44.85335236727479,43.521647632725184,NaN,NaN,NaN,NaN,34000,95265,44.34375,44.21875,44.625,44.859375,NaN,44.308035714285715,44.40892857142858,44.187499999999986,44.665,NaN,0,0,46.94750240823493,46.72469465163812,NaN,NaN,-0.15625,-0.28125,0.15625
1993-05-18T13:30:00Z,44.1875,44.21875,43.96875,44.125,44.16718749999998,44.814379451341004,43.51999554865896,NaN,NaN,NaN,NaN,105200,86550,44.3125,44.21875,44.21875,44.859375,NaN,44.276785714285715,44.372321428571446,44.16718749999998,44.6325,NaN,0,0,46.581390138257326,46.536095706818216,NaN,NaN,-0.34375,-0.5,-0.03125
1993-05-19T13:30:00Z,44.125,45.03125,43.84375,45.03125,44.19374999999998,44.93077315092923,43.45672684907073,NaN,NaN,NaN,NaN,50200,85665,44.4375,44.171875,44.8125,44.8046875,44.328125,44.361607142857146,44.34553571428573,44.19374999999998,44.62125,NaN,0,1,56.83202501829605,46.95473203593271,NaN,NaN,0.4375,0.46875,0.90625
1993-05-20T13:30:00Z,45.03125,45.15625,44.9375,45.15625,44.25468749999998,45.09164511355097,43.417729886448996,NaN,NaN,NaN,NaN,98200,85690,44.5,44.21875,44.78125,44.78125,44.328125,44.43750000000001,44.346428571428596,44.25468749999998,44.610625,NaN,0,0,57.99928124038465,47.44580912119019,NaN,NaN,0.71875,1.125,0.125
1993-05-21T13:30:00Z,45.1875,45.25,44.71875,44.75,44.304687499999986,45.13452064399992,43.47485435600005,NaN,NaN,NaN,NaN,221400,91460,44.546875,44.265625,45.28125,44.78125,44.328125,44.464285714285715,44.36964285714288,44.304687499999986,44.594375,NaN,1,0,53.09959376166319,47.98115970430878,NaN,NaN,0.40625,0.75,-0.40625
1993-05-24T13:30:00Z,44.84375,45.09375,44.84375,44.9375,44.38124999999998,45.14533646435276,43.6171635356472,NaN,NaN,NaN,NaN,30500,89855,44.546875,44.265625,45.0625,44.6953125,44.328125,44.59375,44.42678571428574,44.38124999999998,44.59125000000001,NaN,0,0,54.94415918809008,48.686127935116964,NaN,NaN,0.5,0.78125,0.1875
