Date;Close;Closure_Daily_exp;Closure_Weekly_exp;Closure_Monthly_exp;MM_Daily_20_exp;MM_Weekly_20_exp;MM_Monthly_20_exp;MoM_Daily_10_exp;MoM_Weekly_10_exp;MoM_Monthly_10_exp;MoM_Monthly_5_exp;MoM_Monthly_1_exp;MoM_Monthly_1-5-10_exp;RSI_Daily_21_exp;RSI_Weekly_21_exp;RSI_Monthly_21_exp
2017-01-03;203.7880;TRUE;FALSE;FALSE;;;;;;;;;;;;
2017-01-04;205.0004;TRUE;FALSE;FALSE;;;;;;;;;;;;
2017-01-05;204.8376;TRUE;FALSE;FALSE;;;;;;;;;;;;
2017-01-06;205.5704;TRUE;TRUE;FALSE;;;;;;;;;;;;
2017-01-09;204.8918;TRUE;FALSE;FALSE;;;;;;;;;;;;
2017-01-10;204.8918;TRUE;FALSE;FALSE;;;;;;;;;;;;
2017-01-11;205.4709;TRUE;FALSE;FALSE;;;;;;;;;;;;
2017-01-12;204.9552;TRUE;FALSE;FALSE;;;;;;;;;;;;
2017-01-13;205.4257;TRUE;TRUE;FALSE;;;;;;;;;;;;
2017-01-17;204.7019;TRUE;FALSE;FALSE;;;;;;;;;;;;
2017-01-18;205.1542;TRUE;FALSE;FALSE;;;;0.6704;;;;;;;;
2017-01-19;204.3942;TRUE;FALSE;FALSE;;;;-0.2957;;;;;;;;
2017-01-20;205.1452;TRUE;TRUE;FALSE;;;;0.1502;;;;;;;;
2017-01-23;204.6114;TRUE;FALSE;FALSE;;;;-0.4665;;;;;;;;
2017-01-24;205.9233;TRUE;FALSE;FALSE;;;;0.5034;;;;;;;;
2017-01-25;207.7056;TRUE;FALSE;FALSE;;;;1.3733;;;;;;;;
2017-01-26;207.4885;TRUE;FALSE;FALSE;;;;0.9819;;;;;;;;
2017-01-27;207.1628;TRUE;TRUE;FALSE;;;;1.0771;;;;;;;;
2017-01-30;205.8781;TRUE;FALSE;FALSE;;;;0.2202;;;;;;;;
2017-01-31;205.8599;TRUE;FALSE;TRUE;205.4428;;;0.5657;;;;;;;;
2017-02-01;205.9414;TRUE;FALSE;FALSE;205.5505;;;0.3837;;;;;;;;
2017-02-02;206.0771;TRUE;FALSE;FALSE;205.6044;;;0.8234;;;;;;58.9910;;
2017-02-03;207.4976;TRUE;TRUE;FALSE;205.7374;;;1.1467;;;;;;59.6506;;
2017-02-06;207.1266;TRUE;FALSE;FALSE;205.8152;;;1.2293;;;;;;58.7059;;
2017-02-07;207.1357;TRUE;FALSE;FALSE;205.9274;;;0.5888;;;;;;56.3003;;
2017-02-08;207.4071;TRUE;FALSE;FALSE;206.0531;;;-0.1437;;;;;;60.4671;;
2017-02-09;208.6376;TRUE;FALSE;FALSE;206.2115;;;0.5538;;;;;;64.1396;;
2017-02-10;209.4609;TRUE;TRUE;FALSE;206.4367;;;1.1093;;;;;;64.7887;;
2017-02-13;210.6009;TRUE;FALSE;FALSE;206.6955;;;2.2940;;;;;;69.9999;;
2017-02-14;211.4423;TRUE;FALSE;FALSE;207.0325;;;2.7117;;;;;;70.7681;;
2017-02-15;212.5461;TRUE;FALSE;FALSE;207.4021;;;3.2071;;;;;;76.3844;;
2017-02-16;212.3651;TRUE;FALSE;FALSE;207.8007;;;3.0513;;;;;;74.7052;;
2017-02-17;212.6999;TRUE;TRUE;FALSE;208.1784;;;2.5072;;;;;;79.3100;;
2017-02-21;213.9666;TRUE;FALSE;FALSE;208.6462;;;3.3023;;;;;;80.0366;;
2017-02-22;213.7766;TRUE;FALSE;FALSE;209.0388;;;3.2061;;;;;;81.9554;;
2017-02-23;213.9214;TRUE;FALSE;FALSE;209.3496;;;3.1408;;;;;;80.3568;;
2017-02-24;214.1928;TRUE;TRUE;FALSE;209.6848;;;2.6626;;;;;;77.8120;;
2017-02-27;214.5276;TRUE;FALSE;FALSE;210.0531;;;2.4189;;;;;;79.8766;;
2017-02-28;213.9485;TRUE;FALSE;TRUE;210.4566;;;1.5895;;;;3.9292;3.9292;78.1946;;
2017-03-01;216.9432;TRUE;FALSE;FALSE;211.0108;;;2.6016;;;;3.9292;3.9292;90.2552;;
2017-03-02;215.5771;TRUE;FALSE;FALSE;211.4925;;;1.4260;;;;3.9292;3.9292;82.1941;;
2017-03-03;215.7128;TRUE;TRUE;FALSE;211.9743;;;1.5764;;;;3.9292;3.9292;82.2578;;
2017-03-06;215.0704;TRUE;FALSE;FALSE;212.3530;;;1.1145;;;;3.9292;3.9292;78.7280;;
2017-03-07;214.4280;TRUE;FALSE;FALSE;212.7180;;;0.2156;;;;3.9292;3.9292;73.2964;;
2017-03-08;214.0299;TRUE;FALSE;FALSE;213.0627;;;0.1185;;;;3.9292;3.9292;73.1631;;
2017-03-09;214.3014;TRUE;FALSE;FALSE;213.4075;;;0.1776;;;;3.9292;3.9292;73.6275;;
2017-03-10;215.0523;TRUE;TRUE;FALSE;213.7282;;;0.4013;;;;3.9292;3.9292;74.4359;;
2017-03-13;215.1609;TRUE;FALSE;FALSE;214.0132;;;0.2952;;;;3.9292;3.9292;72.4608;;
2017-03-14;214.3376;TRUE;FALSE;FALSE;214.2000;;;0.1819;;;;3.9292;3.9292;66.7913;;
2017-03-15;216.1923;TRUE;FALSE;FALSE;214.4375;;;-0.3461;;;;3.9292;3.9292;68.3491;;
2017-03-16;215.7670;TRUE;FALSE;FALSE;214.5986;;;0.0881;;;;3.9292;3.9292;64.5907;;
2017-03-17;215.3881;TRUE;TRUE;FALSE;214.7497;;;-0.1505;4.7758;;;3.9292;3.9292;60.0814;;
2017-03-20;215.1519;TRUE;FALSE;FALSE;214.8723;;;0.0379;4.7758;;;3.9292;3.9292;59.8471;;
2017-03-21;212.3894;TRUE;FALSE;FALSE;214.7935;;;-0.9507;4.7758;;;3.9292;3.9292;49.0635;;
2017-03-22;212.8892;TRUE;FALSE;FALSE;214.7491;;;-0.5330;4.7758;;;3.9292;3.9292;46.5929;;
2017-03-23;212.6620;TRUE;FALSE;FALSE;214.6861;;;-0.7650;4.7758;;;3.9292;3.9292;46.4836;;
2017-03-24;212.5076;TRUE;TRUE;FALSE;214.6019;;;-1.1833;3.4474;;;3.9292;3.9292;45.5423;;
2017-03-27;212.2895;TRUE;FALSE;FALSE;214.4900;;;-1.3345;3.4474;;;3.9292;3.9292;43.9787;;
2017-03-28;213.8343;TRUE;FALSE;FALSE;214.4842;;;-0.2348;3.4474;;;3.9292;3.9292;47.9626;;
2017-03-29;214.0341;TRUE;FALSE;FALSE;214.3388;;;-0.9983;3.4474;;;3.9292;3.9292;50.2573;;
2017-03-30;214.7157;TRUE;FALSE;FALSE;214.2957;;;-0.4872;3.4474;;;3.9292;3.9292;42.2237;;
2017-03-31;214.2159;TRUE;TRUE;TRUE;214.2209;;;-0.5442;4.4216;;;0.1250;0.1250;44.9420;;
2017-04-03;213.8433;TRUE;FALSE;FALSE;214.1595;;;-0.6082;4.4216;;;0.1250;0.1250;43.1735;;
2017-04-04;213.9796;TRUE;FALSE;FALSE;214.1371;;;0.7487;4.4216;;;0.1250;0.1250;45.8640;;
2017-04-05;213.3436;TRUE;FALSE;FALSE;214.1028;;;0.2134;4.4216;;;0.1250;0.1250;45.8863;;
2017-04-06;213.9433;TRUE;FALSE;FALSE;214.0849;;;0.6025;4.4216;;;0.1250;0.1250;49.6764;;
2017-04-07;213.7252;TRUE;TRUE;FALSE;214.0185;;;0.5730;3.1678;;;0.1250;0.1250;47.8385;;
2017-04-10;213.8524;TRUE;FALSE;FALSE;213.9531;;;0.7362;3.1678;;;0.1250;0.1250;45.2778;;
2017-04-11;213.5980;TRUE;FALSE;FALSE;213.9161;;;-0.1105;3.1678;;;0.1250;0.1250;43.9190;;
2017-04-12;212.6620;TRUE;FALSE;FALSE;213.7396;;;-0.6411;3.1678;;;0.1250;0.1250;43.5372;;
2017-04-13;211.2808;TRUE;TRUE;FALSE;213.5153;;;-1.5997;1.8233;;;0.1250;0.1250;30.3381;;
2017-04-17;213.1527;TRUE;FALSE;FALSE;213.4035;;;-0.4963;1.8233;;;0.1250;0.1250;40.6207;;
2017-04-18;212.5167;TRUE;FALSE;FALSE;213.2718;;;-0.6204;1.8233;;;0.1250;0.1250;39.8849;;
2017-04-19;212.1259;TRUE;FALSE;FALSE;213.2586;;;-0.8663;1.8233;;;0.1250;0.1250;39.4551;;
2017-04-20;213.8524;TRUE;FALSE;FALSE;213.3068;;;0.2385;1.8233;;;0.1250;0.1250;55.4950;;
2017-04-21;213.1709;TRUE;TRUE;FALSE;213.3322;;;-0.3610;1.7712;;;0.1250;0.1250;51.0438;;
2017-04-24;215.5154;TRUE;FALSE;FALSE;213.4826;;;0.8376;1.7712;;;0.1250;0.1250;59.1390;;
2017-04-25;216.7694;TRUE;FALSE;FALSE;213.7066;;;1.3640;1.7712;;;0.1250;0.1250;62.7516;;
2017-04-26;216.6331;TRUE;FALSE;FALSE;213.8465;;;1.4209;1.7712;;;0.1250;0.1250;63.0603;;
2017-04-27;216.8148;TRUE;FALSE;FALSE;213.9856;;;1.9528;1.7712;;;0.1250;0.1250;59.7620;;
2017-04-28;216.3423;TRUE;TRUE;TRUE;214.0669;;;2.3956;1.7125;;;0.9926;0.9926;57.4273;;
2017-05-01;216.8875;TRUE;FALSE;FALSE;214.2005;;;1.7522;1.7125;;;0.9926;0.9926;57.0503;;
2017-05-02;216.9693;TRUE;FALSE;FALSE;214.3568;;;2.0952;1.7125;;;0.9926;0.9926;59.1877;;
2017-05-03;216.7057;TRUE;FALSE;FALSE;214.4931;;;2.1590;1.7125;;;0.9926;0.9926;59.6214;;
2017-05-04;216.9602;TRUE;FALSE;FALSE;214.6739;;;1.4532;1.7125;;;0.9926;0.9926;59.9397;;
2017-05-05;217.8143;TRUE;TRUE;FALSE;214.8675;;;2.1783;1.6908;;;0.9926;0.9926;64.6951;;
2017-05-08;217.7780;TRUE;FALSE;FALSE;215.0701;;;1.0499;1.6908;;;0.9926;0.9926;63.0894;;
2017-05-09;217.5781;TRUE;FALSE;FALSE;215.2564;;;0.3731;1.6908;;;0.9926;0.9926;63.1679;;
2017-05-10;217.9688;TRUE;FALSE;FALSE;215.4749;;;0.6166;1.6908;;;0.9926;0.9926;63.8195;;
2017-05-11;217.5236;TRUE;FALSE;FALSE;215.7180;;;0.3269;1.6908;;;0.9926;0.9926;63.0123;;
2017-05-12;217.1601;TRUE;TRUE;FALSE;216.0120;;;0.3780;0.6709;;;0.9926;0.9926;65.4982;;
2017-05-15;218.3596;TRUE;FALSE;FALSE;216.2723;;;0.6787;0.6709;;;0.9926;0.9926;74.6992;;
2017-05-16;218.1597;TRUE;FALSE;FALSE;216.5545;;;0.5486;0.6709;;;0.9926;0.9926;69.7780;;
2017-05-17;214.2886;TRUE;FALSE;FALSE;216.6626;;;-1.1154;0.6709;;;0.9926;0.9926;55.5744;;
2017-05-18;215.1519;TRUE;FALSE;FALSE;216.7276;;;-0.8335;0.6709;;;0.9926;0.9926;59.2450;;
2017-05-19;216.5512;TRUE;TRUE;FALSE;216.8966;212.3038;;-0.5799;0.6970;;;0.9926;0.9926;58.4136;;
2017-05-22;217.6508;TRUE;FALSE;FALSE;217.0034;212.3038;;-0.0584;0.6970;;;0.9926;0.9926;63.6113;;
2017-05-23;218.1324;TRUE;FALSE;FALSE;217.0715;212.3038;;0.2548;0.6970;;;0.9926;0.9926;58.9663;;
2017-05-24;218.6413;TRUE;FALSE;FALSE;217.1719;212.3038;;0.3085;0.6970;;;0.9926;0.9926;56.7585;;
2017-05-25;219.6862;TRUE;FALSE;FALSE;217.3155;212.3038;;0.9942;0.6970;;;0.9926;0.9926;60.3445;;
2017-05-26;219.6408;TRUE;TRUE;FALSE;217.4804;213.0074;;1.1423;1.9744;;;0.9926;0.9926;59.6643;;
2017-05-30;219.4500;TRUE;FALSE;FALSE;217.6085;213.0074;;0.4994;1.9744;;;0.9926;0.9926;60.8365;;
2017-05-31;219.3955;TRUE;FALSE;TRUE;217.7298;213.0074;;0.5665;1.9744;;;1.4113;1.4113;59.0552;;
2017-06-01;221.1402;TRUE;FALSE;FALSE;217.9516;213.0074;;3.1974;1.9744;;;1.4113;1.4113;63.4447;;
2017-06-02;221.8762;TRUE;TRUE;FALSE;218.1974;213.8299;;3.1254;4.4086;;;1.4113;1.4113;66.1743;74.9824;
2017-06-05;221.7127;TRUE;FALSE;FALSE;218.3923;213.8299;;2.3835;4.4086;;;1.4113;1.4113;64.9518;74.9824;
2017-06-06;221.0039;TRUE;FALSE;FALSE;218.5536;213.8299;;1.5406;4.4086;;;1.4113;1.4113;60.1274;74.9824;
2017-06-07;221.4128;TRUE;FALSE;FALSE;218.7453;213.8299;;1.5039;4.4086;;;1.4113;1.4113;61.2742;74.9824;
2017-06-08;221.5218;TRUE;FALSE;FALSE;218.9230;213.8299;;1.3175;4.4086;;;1.4113;1.4113;62.3017;74.9824;
2017-06-09;221.1857;TRUE;TRUE;FALSE;219.1061;214.6319;;0.6826;3.2536;;;1.4113;1.4113;60.0689;73.7490;
2017-06-12;221.1402;TRUE;FALSE;FALSE;219.3051;214.6319;;0.6827;3.2536;;;1.4113;1.4113;61.6104;73.7490;
2017-06-13;222.2216;TRUE;FALSE;FALSE;219.4982;214.6319;;1.2630;3.2536;;;1.4113;1.4113;65.5330;73.7490;
2017-06-14;221.9398;TRUE;FALSE;FALSE;219.6872;214.6319;;1.1597;3.2536;;;1.4113;1.4113;61.6429;73.7490;
2017-06-15;221.5128;TRUE;FALSE;FALSE;220.0484;214.6319;;0.1685;3.2536;;;1.4113;1.4113;60.7457;73.7490;
2017-06-16;221.5611;TRUE;TRUE;FALSE;220.3689;215.3518;;-0.1420;3.6663;;;1.4113;1.4113;80.8698;74.6668;
2017-06-19;223.4056;TRUE;FALSE;FALSE;220.7116;215.3518;;0.7636;3.6663;;;1.4113;1.4113;82.3408;74.6668;
2017-06-20;221.8990;TRUE;FALSE;FALSE;220.9240;215.3518;;0.4050;3.6663;;;1.4113;1.4113;70.7798;74.6668;
2017-06-21;221.8442;TRUE;FALSE;FALSE;221.1096;215.3518;;0.1948;3.6663;;;1.4113;1.4113;67.7341;74.6668;
2017-06-22;221.7438;TRUE;FALSE;FALSE;221.2647;215.3518;;0.1002;3.6663;;;1.4113;1.4113;65.7816;74.6668;
2017-06-23;222.0086;TRUE;TRUE;FALSE;221.3808;216.0774;;0.3720;5.0775;;;1.4113;1.4113;65.0357;73.4122;
2017-06-26;222.1547;TRUE;FALSE;FALSE;221.5065;216.0774;;0.4588;5.0775;;;1.4113;1.4113;61.9843;73.4122;
2017-06-27;220.3649;TRUE;FALSE;FALSE;221.5523;216.0774;;-0.8355;5.0775;;;1.4113;1.4113;53.0062;73.4122;
2017-06-28;222.3373;TRUE;FALSE;FALSE;221.6993;216.0774;;0.1791;5.0775;;;1.4113;1.4113;60.4424;73.4122;
2017-06-29;220.3832;TRUE;FALSE;FALSE;221.6615;216.0774;;-0.5099;5.0775;;;1.4113;1.4113;53.1406;73.4122;
2017-06-30;220.7941;TRUE;TRUE;TRUE;221.6074;216.6440;;-0.3462;3.5761;;7.2545;0.6375;3.9460;48.7975;70.4029;
2017-07-03;221.1685;TRUE;FALSE;FALSE;221.5802;216.6440;;-1.0014;3.5761;;7.2545;0.6375;3.9460;47.4777;70.4029;
2017-07-05;221.6798;TRUE;FALSE;FALSE;221.6140;216.6440;;-0.0988;3.5761;;7.2545;0.6375;3.9460;49.8856;70.4029;
2017-07-06;219.6527;TRUE;FALSE;FALSE;221.5260;216.6440;;-0.9879;3.5761;;7.2545;0.6375;3.9460;45.6955;70.4029;
2017-07-07;221.0772;TRUE;TRUE;FALSE;221.5037;217.0629;;-0.3006;2.1886;;7.2545;0.6375;3.9460;48.9959;68.7937;
2017-07-10;221.3146;TRUE;FALSE;FALSE;221.5102;217.0629;;-0.3126;2.1886;;7.2545;0.6375;3.9460;49.3848;68.7937;
2017-07-11;221.1502;TRUE;FALSE;FALSE;221.5107;217.0629;;-0.4522;2.1886;;7.2545;0.6375;3.9460;49.8935;68.7937;
2017-07-12;222.8121;TRUE;FALSE;FALSE;221.5402;217.0629;;1.1105;2.1886;;7.2545;0.6375;3.9460;54.5721;68.7937;
2017-07-13;223.1865;TRUE;FALSE;FALSE;221.6025;217.0629;;0.3819;2.1886;;7.2545;0.6375;3.9460;52.7448;68.7937;
2017-07-14;224.2275;TRUE;TRUE;FALSE;221.7383;217.5646;;1.7444;2.9443;;7.2545;0.6375;3.9460;56.2382;68.7039;
2017-07-17;224.2001;TRUE;FALSE;FALSE;221.8702;217.5646;;1.5426;2.9443;;7.2545;0.6375;3.9460;57.4911;68.7039;
2017-07-18;224.3188;TRUE;FALSE;FALSE;221.9159;217.5646;;1.4244;2.9443;;7.2545;0.6375;3.9460;57.6573;68.7039;
2017-07-19;225.5333;TRUE;FALSE;FALSE;222.0976;217.5646;;1.7383;2.9443;;7.2545;0.6375;3.9460;56.1222;68.7039;
2017-07-20;225.6337;TRUE;FALSE;FALSE;222.2871;217.5646;;2.7229;2.9443;;7.2545;0.6375;3.9460;61.6923;68.7039;
2017-07-21;225.4328;TRUE;TRUE;FALSE;222.4715;218.0506;;1.9702;3.8095;;7.2545;0.6375;3.9460;61.1331;68.4091;
2017-07-24;225.3780;TRUE;FALSE;FALSE;222.6400;218.0506;;1.8360;3.8095;;7.2545;0.6375;3.9460;61.3066;68.4091;
2017-07-25;225.9259;TRUE;FALSE;FALSE;222.8286;218.0506;;2.1595;3.8095;;7.2545;0.6375;3.9460;61.9764;68.4091;
2017-07-26;225.9350;TRUE;FALSE;FALSE;223.1071;218.0506;;1.4016;3.8095;;7.2545;0.6375;3.9460;61.6551;68.4091;
2017-07-27;225.7250;TRUE;FALSE;FALSE;223.2765;218.0506;;1.1374;3.8095;;7.2545;0.6375;3.9460;68.3095;68.4091;
2017-07-28;225.4602;TRUE;TRUE;FALSE;223.5303;218.5710;;0.5498;4.1140;;7.2545;0.6375;3.9460;62.0763;66.7851;
2017-07-31;225.3324;TRUE;FALSE;TRUE;223.7572;218.5710;;0.5050;4.1140;;5.3209;2.0554;3.6882;72.2865;66.7851;
2017-08-01;225.8346;TRUE;FALSE;FALSE;223.9905;218.5710;;0.6757;4.1140;;5.3209;2.0554;3.6882;72.5125;66.7851;
2017-08-02;225.9441;TRUE;FALSE;FALSE;224.2037;218.5710;;0.1821;4.1140;;5.3209;2.0554;3.6882;71.8463;66.7851;
2017-08-03;225.5059;TRUE;FALSE;FALSE;224.4964;218.5710;;-0.0566;4.1140;;5.3209;2.0554;3.6882;67.6206;66.7851;
2017-08-04;225.9167;TRUE;TRUE;FALSE;224.7384;219.0975;;0.2147;2.8573;;5.3209;2.0554;3.6882;83.8939;68.8410;
2017-08-07;226.3368;TRUE;FALSE;FALSE;224.9895;219.0975;;0.4254;2.8573;;5.3209;2.0554;3.6882;81.9298;68.8410;
2017-08-08;225.7798;TRUE;FALSE;FALSE;225.2210;219.0975;;-0.0647;2.8573;;5.3209;2.0554;3.6882;76.0946;68.8410;
2017-08-09;225.7706;TRUE;FALSE;FALSE;225.3689;219.0975;;-0.0728;2.8573;;5.3209;2.0554;3.6882;77.5004;68.8410;
2017-08-10;222.5838;TRUE;FALSE;FALSE;225.3388;219.0975;;-1.3916;2.8573;;5.3209;2.0554;3.6882;48.8499;68.8410;
2017-08-11;222.9126;TRUE;TRUE;FALSE;225.2730;219.6177;;-1.1300;0.4671;;5.3209;2.0554;3.6882;48.6139;61.9436;
2017-08-14;225.1223;TRUE;FALSE;FALSE;225.3191;219.6177;;-0.0932;0.4671;;5.3209;2.0554;3.6882;54.0494;61.9436;
2017-08-15;225.0949;TRUE;FALSE;FALSE;225.3579;219.6177;;-0.3275;0.4671;;5.3209;2.0554;3.6882;54.0494;61.9436;
2017-08-16;225.4876;TRUE;FALSE;FALSE;225.3556;219.6177;;-0.2020;0.4671;;5.3209;2.0554;3.6882;55.1614;61.9436;
2017-08-17;221.9721;TRUE;FALSE;FALSE;225.1726;219.6177;;-1.5671;0.4671;;5.3209;2.0554;3.6882;36.9300;61.9436;
2017-08-18;221.6251;TRUE;TRUE;FALSE;224.9822;219.9882;;-1.8996;0.1987;;5.3209;2.0554;3.6882;35.5496;65.2430;
2017-08-21;221.7986;TRUE;FALSE;FALSE;224.8032;219.9882;;-2.0051;0.1987;;5.3209;2.0554;3.6882;36.8733;65.2430;
2017-08-22;224.1179;TRUE;FALSE;FALSE;224.7128;219.9882;;-0.7361;0.1987;;5.3209;2.0554;3.6882;46.0884;65.2430;
2017-08-23;223.3143;TRUE;FALSE;FALSE;224.5818;219.9882;;-1.0880;0.1987;;5.3209;2.0554;3.6882;42.0198;65.2430;
2017-08-24;222.7939;TRUE;FALSE;FALSE;224.4352;219.9882;;0.0944;0.1987;;5.3209;2.0554;3.6882;40.6927;65.2430;
2017-08-25;223.3143;TRUE;TRUE;FALSE;224.3279;220.4676;;0.1802;0.7913;;5.3209;2.0554;3.6882;42.9859;65.2208;
2017-08-28;223.3235;TRUE;FALSE;FALSE;224.2275;220.4676;;-0.7990;0.7913;;5.3209;2.0554;3.6882;43.6893;65.2208;
2017-08-29;223.5791;TRUE;FALSE;FALSE;224.1147;220.4676;;-0.6734;0.7913;;5.3209;2.0554;3.6882;44.8604;65.2208;
2017-08-30;224.6384;TRUE;FALSE;FALSE;224.0494;220.4676;;-0.3766;0.7913;;5.3209;2.0554;3.6882;46.6044;65.2208;
2017-08-31;225.9898;TRUE;FALSE;TRUE;224.0736;220.4676;;1.8100;0.7913;;5.4963;0.2917;2.8940;50.1212;65.2208;
2017-09-01;226.3094;TRUE;TRUE;FALSE;224.0932;221.2191;;2.1136;1.9372;;5.4963;0.2917;2.8940;52.1441;69.4246;
2017-09-05;224.6841;TRUE;FALSE;FALSE;224.0106;221.2191;;1.3010;1.9372;;5.4963;0.2917;2.8940;46.9111;69.4246;
2017-09-06;225.4510;TRUE;FALSE;FALSE;223.9942;221.2191;;0.5948;1.9372;;5.4963;0.2917;2.8940;47.8181;69.4246;
2017-09-07;225.4237;TRUE;FALSE;FALSE;223.9768;221.2191;;0.9446;1.9372;;5.4963;0.2917;2.8940;49.0993;69.4246;
2017-09-08;225.1589;TRUE;TRUE;FALSE;224.1056;221.8185;;1.0615;1.9769;;5.4963;0.2917;2.8940;48.4726;72.3131;
2017-09-11;227.5604;TRUE;FALSE;FALSE;224.3380;221.8185;;1.9014;1.9769;;5.4963;0.2917;2.8940;62.9335;72.3131;
2017-09-12;228.3274;TRUE;FALSE;FALSE;224.4982;221.8185;;2.2407;1.9769;;5.4963;0.2917;2.8940;63.7589;72.3131;
2017-09-13;228.4370;TRUE;FALSE;FALSE;224.6653;221.8185;;2.1728;1.9769;;5.4963;0.2917;2.8940;59.4289;72.3131;
2017-09-14;228.3640;TRUE;FALSE;FALSE;224.8091;221.8185;;1.6585;1.9769;;5.4963;0.2917;2.8940;59.2751;72.3131;
2017-09-15;228.6714;TRUE;TRUE;FALSE;225.1441;222.4349;;1.1866;3.4351;;5.4963;0.2917;2.8940;59.0771;73.6859;
2017-09-18;229.1577;TRUE;FALSE;FALSE;225.5207;222.4349;;1.2586;3.4351;;5.4963;0.2917;2.8940;74.7636;73.6859;
2017-09-19;229.3871;TRUE;FALSE;FALSE;225.9002;222.4349;;2.0932;3.4351;;5.4963;0.2917;2.8940;76.9686;73.6859;
2017-09-20;229.4697;TRUE;FALSE;FALSE;226.1678;222.4349;;1.7825;3.4351;;5.4963;0.2917;2.8940;76.8222;73.6859;
2017-09-21;228.8549;TRUE;FALSE;FALSE;226.4448;222.4349;;1.5221;3.4351;;5.4963;0.2917;2.8940;68.8045;73.6859;
2017-09-22;228.9008;TRUE;TRUE;FALSE;226.7501;222.9892;;1.6619;2.0842;;5.4963;0.2917;2.8940;73.5962;71.0862;
2017-09-25;228.4328;TRUE;FALSE;FALSE;227.0061;222.9892;;0.3834;2.0842;;5.4963;0.2917;2.8940;73.9234;71.0862;
2017-09-26;228.5704;TRUE;FALSE;FALSE;227.2684;222.9892;;0.1064;2.0842;;5.4963;0.2917;2.8940;73.0480;71.0862;
2017-09-27;229.4606;TRUE;FALSE;FALSE;227.5625;222.9892;;0.4481;2.0842;;5.4963;0.2917;2.8940;74.9811;71.0862;
2017-09-28;229.7359;TRUE;FALSE;FALSE;227.8174;222.9892;;0.6008;2.0842;;5.4963;0.2917;2.8940;75.0211;71.0862;
2017-09-29;230.5434;TRUE;TRUE;TRUE;228.0450;223.6584;;0.8186;2.2670;;6.5642;2.0150;4.2896;74.4992;71.2509;
2017-10-02;231.5436;TRUE;FALSE;FALSE;228.3067;223.6584;;1.0412;2.2670;;6.5642;2.0150;4.2896;73.7338;71.2509;
2017-10-03;232.0391;TRUE;FALSE;FALSE;228.6745;223.6584;;1.1561;2.2670;;6.5642;2.0150;4.2896;74.1228;71.2509;
2017-10-04;232.3145;TRUE;FALSE;FALSE;229.0177;223.6584;;1.2397;2.2670;;6.5642;2.0150;4.2896;86.2448;71.2509;
2017-10-05;233.6910;TRUE;FALSE;FALSE;229.4310;223.6584;;2.1132;2.2670;;6.5642;2.0150;4.2896;86.9978;71.2509;
2017-10-06;233.4248;TRUE;TRUE;FALSE;229.8443;224.5021;;1.9764;3.5326;;6.5642;2.0150;4.2896;85.1706;75.2740;
2017-10-09;233.0394;TRUE;FALSE;FALSE;230.1183;224.5021;;2.0166;3.5326;;6.5642;2.0150;4.2896;84.2771;75.2740;
2017-10-10;233.6543;TRUE;FALSE;FALSE;230.3846;224.5021;;2.2242;3.5326;;6.5642;2.0150;4.2896;81.3837;75.2740;
2017-10-11;234.0213;TRUE;FALSE;FALSE;230.6638;224.5021;;1.9876;3.5326;;6.5642;2.0150;4.2896;80.5838;75.2740;
2017-10-12;233.6726;TRUE;FALSE;FALSE;230.9293;224.5021;;1.7136;3.5326;;6.5642;2.0150;4.2896;77.4178;75.2740;
2017-10-13;233.9571;TRUE;TRUE;FALSE;231.1936;225.2179;;1.4807;3.5590;;6.5642;2.0150;4.2896;78.6552;77.1119;
2017-10-16;234.2691;TRUE;FALSE;FALSE;231.4491;225.2179;;1.1771;3.5590;;6.5642;2.0150;4.2896;78.6653;77.1119;
2017-10-17;234.4342;TRUE;FALSE;FALSE;231.7015;225.2179;;1.0322;3.5590;;6.5642;2.0150;4.2896;77.9396;77.1119;
2017-10-18;234.6636;TRUE;FALSE;FALSE;231.9612;225.2179;;1.0112;3.5590;;6.5642;2.0150;4.2896;77.9396;77.1119;
2017-10-19;234.7279;TRUE;FALSE;FALSE;232.2548;225.2179;;0.4437;3.5590;;6.5642;2.0150;4.2896;77.8967;77.1119;
2017-10-20;235.9392;TRUE;TRUE;FALSE;232.6067;225.9210;;1.0772;5.8438;;6.5642;2.0150;4.2896;85.3476;76.2940;
2017-10-23;235.0215;TRUE;FALSE;FALSE;232.9362;225.9210;;0.8505;5.8438;;6.5642;2.0150;4.2896;78.0954;76.2940;
2017-10-24;235.4345;TRUE;FALSE;FALSE;233.2794;225.9210;;0.7619;5.8438;;6.5642;2.0150;4.2896;82.3025;76.2940;
2017-10-25;234.2691;TRUE;FALSE;FALSE;233.5198;225.9210;;0.1059;5.8438;;6.5642;2.0150;4.2896;74.0137;76.2940;
2017-10-26;234.5719;TRUE;FALSE;FALSE;233.7616;225.9210;;0.3849;5.8438;;6.5642;2.0150;4.2896;72.6603;76.2940;
2017-10-27;236.4898;TRUE;TRUE;FALSE;234.0589;226.6863;;1.0825;6.7071;;6.5642;2.0150;4.2896;76.1360;74.9312;
2017-10-30;235.6089;TRUE;FALSE;FALSE;234.2622;226.6863;;0.5719;6.7071;;6.5642;2.0150;4.2896;69.4915;74.9312;
