Date;Close;MM_Daily_20_exp;MoM_Daily_10_exp;RSI_Daily_21_exp;MM_Weekly_20_exp;MoM_Weekly_10_exp;RSI_Weekly_21_exp;MM_Monthly_20_exp;MoM_Monthly_10_exp;RSI_Monthly_21_exp
23/03/1993;44.875;45.015625;-0.71875;52.73796938;NaN;NaN;NaN;NaN;NaN;NaN
24/03/1993;44.875;45.046875;-0.8125;52.73796938;NaN;NaN;NaN;NaN;NaN;NaN
25/03/1993;45.15625;45.0875;-0.40625;55.43925514;NaN;NaN;NaN;NaN;NaN;NaN
26/03/1993;44.90625;45.1125;-0.1875;52.63161389;NaN;NaN;NaN;NaN;NaN;NaN
29/03/1993;45.09375;45.153125;-0.21875;54.44829792;NaN;NaN;NaN;NaN;NaN;NaN
30/03/1993;45.21875;45.1671875;-0.09375;55.6392325;NaN;NaN;NaN;NaN;NaN;NaN
31/03/1993;45.1875;45.1703125;0.15625;55.25998444;NaN;NaN;NaN;NaN;NaN;NaN
01/04/1993;45.03125;45.178125;-0.28125;53.35082299;NaN;NaN;NaN;NaN;NaN;NaN
02/04/1993;44.09375;45.1453125;-0.9375;43.8143313;NaN;NaN;NaN;NaN;NaN;NaN
05/04/1993;44.3125;45.0734375;-0.46875;46.17168308;NaN;0.34325;NaN;NaN;NaN;NaN
06/04/1993;44.1875;45.003125;-0.6875;45.03790445;NaN;0.34325;NaN;NaN;NaN;NaN
07/04/1993;44.34375;44.9359375;-0.53125;46.75399003;NaN;0.34325;NaN;NaN;NaN;NaN
08/04/1993;44.28125;44.871875;-0.875;46.14880881;NaN;0.34325;NaN;NaN;NaN;NaN
12/04/1993;44.90625;44.8625;0;52.59208726;NaN;-0.03125;NaN;NaN;NaN;NaN
13/04/1993;45;44.846875;-0.09375;53.4689567;NaN;-0.03125;NaN;NaN;NaN;NaN
14/04/1993;44.9375;44.828125;-0.28125;52.7855221;NaN;-0.03125;NaN;NaN;NaN;NaN
15/04/1993;44.9375;44.8234375;-0.25;52.7855221;NaN;-0.03125;NaN;NaN;NaN;NaN
16/04/1993;44.9375;44.8046875;-0.09375;52.7855221;NaN;-0.03125;NaN;NaN;NaN;NaN
19/04/1993;44.75;44.790625;0.65625;50.54196798;NaN;-0.84375;NaN;NaN;NaN;NaN
20/04/1993;44.53125;44.778125;0.21875;48.04066211;NaN;-0.84375;NaN;NaN;NaN;NaN
21/04/1993;44.5;44.759375;0.3125;47.68666245;NaN;-0.84375;NaN;NaN;NaN;NaN
22/04/1993;43.9375;44.7125;-0.40625;41.85723152;NaN;-0.84375;NaN;NaN;NaN;NaN
23/04/1993;43.75;44.6421875;-0.53125;40.13982634;NaN;-0.84375;NaN;NaN;NaN;NaN
