Date;Close;MM_Daily_20_exp;MoM_Daily_10_exp;RSI_Daily_21_exp;MM_Weekly_20_exp;MoM_Weekly_10_exp;RSI_Weekly_21_exp;MM_Monthly_20_exp;MoM_Monthly_10_exp;RSI_Monthly_21_exp
13/04/2000;144.25;149.6117185;-4.4375;47.93872068;143.335937;-4.21875;49.57786135;131.029687;8.09375;66.17145299
14/04/2000;138.375;149.1835935;-12;41.3264926;143.335937;-4.21875;49.57786135;131.029687;8.09375;66.17145299
17/04/2000;140.75;148.882031;-10.5;44.57166844;143.3343745;5.125;52.93057594;131.029687;8.09375;66.17145299
18/04/2000;144.46875;148.6460935;-1.28125;49.1917836;143.3343745;5.125;52.93057594;131.029687;8.09375;66.17145299
19/04/2000;143.125;148.297656;-6.0625;47.68377971;143.3343745;5.125;52.93057594;131.029687;8.09375;66.17145299
20/04/2000;143.8125;147.863281;-6.67187;48.5313893;143.3343745;5.125;52.93057594;131.029687;8.09375;66.17145299
24/04/2000;142.25;147.297656;-9.1875;46.72486352;143.495312;9.78125;53.69239451;131.029687;8.09375;66.17145299
25/04/2000;148.15625;147.1085935;-2.6875;53.58263519;143.495312;9.78125;53.69239451;131.029687;8.09375;66.17145299
26/04/2000;146.48437;146.879687;-3.92188;51.60812619;143.495312;9.78125;53.69239451;131.029687;8.09375;66.17145299
27/04/2000;146;146.6187495;-0.28125;51.03602439;143.495312;9.78125;53.69239451;131.029687;8.09375;66.17145299
28/04/2000;145.09375;146.439062;0.84375;49.94825795;143.495312;9.78125;53.69239451;131.029687;8.09375;66.17145299
01/05/2000;147.0625;146.273437;8.6875;52.26881824;143.5374995;10.20313;52.60222943;133.082812;10.0625;64.60546978
02/05/2000;144.125;145.917187;3.375;48.72932827;143.5374995;10.20313;52.60222943;133.082812;10.0625;64.60546978
03/05/2000;141.625;145.710937;-2.84375;45.94882235;143.5374995;10.20313;52.60222943;133.082812;10.0625;64.60546978
04/05/2000;141.8125;145.342187;-1.3125;46.19061439;143.5374995;10.20313;52.60222943;133.082812;10.0625;64.60546978
05/05/2000;143.53125;144.994531;-0.28125;48.41181518;143.5374995;10.20313;52.60222943;133.082812;10.0625;64.60546978
08/05/2000;142.45312;144.545312;0.20312;47.13043227;143.353906;1.6875;52.09138049;133.082812;10.0625;64.60546978
09/05/2000;141.3125;144.0687495;-6.84375;45.78425316;143.353906;1.6875;52.09138049;133.082812;10.0625;64.60546978
10/05/2000;138.125;143.454687;-8.35937;42.24376948;143.353906;1.6875;52.09138049;133.082812;10.0625;64.60546978
11/05/2000;141.28125;143.204687;-4.71875;46.54181649;143.353906;1.6875;52.09138049;133.082812;10.0625;64.60546978
12/05/2000;142.8125;143.132812;-2.28125;48.49431838;143.353906;1.6875;52.09138049;133.082812;10.0625;64.60546978
15/05/2000;145.28125;143.4781245;-1.78125;51.49346586;143.066406;0.9375;50.87341644;133.082812;10.0625;64.60546978
16/05/2000;146.5625;143.7687495;2.4375;52.98530625;143.066406;0.9375;50.87341644;133.082812;10.0625;64.60546978
17/05/2000;145.15625;143.8031245;3.53125;51.17159146;143.066406;0.9375;50.87341644;133.082812;10.0625;64.60546978
18/05/2000;143.8125;143.8374995;2;49.47247773;143.066406;0.9375;50.87341644;133.082812;10.0625;64.60546978
19/05/2000;141.125;143.7031245;-2.40625;46.24767798;143.066406;0.9375;50.87341644;133.082812;10.0625;64.60546978
22/05/2000;140.0625;143.5937495;-2.39062;45.02923988;142.678906;-8.9375;48.66110577;133.082812;10.0625;64.60546978
23/05/2000;138;143.085937;-3.3125;42.73443472;142.678906;-8.9375;48.66110577;133.082812;10.0625;64.60546978
24/05/2000;140.25;142.7742185;2.125;45.89294956;142.678906;-8.9375;48.66110577;133.082812;10.0625;64.60546978
25/05/2000;137.84375;142.366406;-3.4375;43.21634083;142.678906;-8.9375;48.66110577;133.082812;10.0625;64.60546978
26/05/2000;138;142.0117185;-4.8125;43.44125007;142.678906;-8.9375;48.66110577;133.082812;10.0625;64.60546978
30/05/2000;142.71875;141.794531;-2.5625;49.75223207;142.722656;-5.71875;55.11674703;133.082812;10.0625;64.60546978
31/05/2000;142.8125;141.728906;-3.75;49.86892318;142.722656;-5.71875;55.11674703;133.082812;10.0625;64.60546978
01/06/2000;145.3125;141.913281;0.15625;52.92966254;142.722656;-5.71875;55.11674703;134.8468745;13.21875;65.53234589
02/06/2000;147.84375;142.2148435;4.03125;55.79871531;142.722656;-5.71875;55.11674703;134.8468745;13.21875;65.53234589
05/06/2000;147.125;142.394531;6;54.80279171;142.8304685;-3.78125;54.20789299;134.8468745;13.21875;65.53234589
06/06/2000;146.46875;142.5953125;6.40625;53.88082171;142.8304685;-3.78125;54.20789299;134.8468745;13.21875;65.53234589
07/06/2000;147.48437;142.903906;9.48437;55.10807324;142.8304685;-3.78125;54.20789299;134.8468745;13.21875;65.53234589
08/06/2000;146.90625;143.3429685;6.65625;54.24531267;142.8304685;-3.78125;54.20789299;134.8468745;13.21875;65.53234589
09/06/2000;146.59375;143.6085935;8.75;53.76754518;142.8304685;-3.78125;54.20789299;134.8468745;13.21875;65.53234589
12/06/2000;144.875;143.7117185;6.875;51.16510796;143.366406;-4.84375;54.20789299;134.8468745;13.21875;65.53234589
13/06/2000;147.59375;143.8273435;4.875;54.79886012;143.366406;-4.84375;54.20789299;134.8468745;13.21875;65.53234589
14/06/2000;147.84375;143.891406;5.03125;55.12128276;143.366406;-4.84375;54.20789299;134.8468745;13.21875;65.53234589
15/06/2000;148.15625;144.041406;2.84375;55.53754679;143.366406;-4.84375;54.20789299;134.8468745;13.21875;65.53234589
16/06/2000;146.59375;144.1804685;-1.25;52.95870267;143.366406;-4.84375;54.20789299;134.8468745;13.21875;65.53234589
19/06/2000;148.46875;144.547656;1.34375;55.55882894;143.4554685;6;52.51333241;134.8468745;13.21875;65.53234589
20/06/2000;147.9375;144.941406;1.46875;54.6600108;143.4554685;6;52.51333241;134.8468745;13.21875;65.53234589
21/06/2000;147.84375;145.4335935;0.35938;54.49664912;143.4554685;6;52.51333241;134.8468745;13.21875;65.53234589
22/06/2000;145.625;145.7023435;-1.28125;50.72905886;143.4554685;6;52.51333241;134.8468745;13.21875;65.53234589
23/06/2000;144.375;146.028906;-2.21875;48.73593579;143.4554685;6;52.51333241;134.8468745;13.21875;65.53234589
26/06/2000;146.23437;146.4406245;1.35937;51.69988387;143.785156;1.46875;53.14155193;134.8468745;13.21875;65.53234589
27/06/2000;145.15625;146.5624995;-2.4375;49.94190659;143.785156;1.46875;53.14155193;134.8468745;13.21875;65.53234589
28/06/2000;145.5625;146.6999995;-2.28125;50.60642908;143.785156;1.46875;53.14155193;134.8468745;13.21875;65.53234589
29/06/2000;144.1875;146.6437495;-3.96875;48.32650998;143.785156;1.46875;53.14155193;134.8468745;13.21875;65.53234589
30/06/2000;145.28125;146.5156245;-1.3125;50.2004007;143.785156;1.46875;53.14155193;134.8468745;13.21875;65.53234589
03/07/2000;147.28125;146.523437;-1.1875;53.44208848;144.4242185;3;55.07811441;136.185937;14.15625;63.84354546
05/07/2000;144.625;146.4312495;-3.3125;48.99453455;144.4242185;3;55.07811441;136.185937;14.15625;63.84354546
06/07/2000;145.75;146.344531;-2.09375;50.814842;144.4242185;3;55.07811441;136.185937;14.15625;63.84354546
07/07/2000;148.09375;146.403906;2.46875;54.37659491;144.4242185;3;55.07811441;136.185937;14.15625;63.84354546
10/07/2000;147.84375;146.466406;3.46875;53.93912155;145.3203125;7.71875;57.16413834;136.185937;14.15625;63.84354546
11/07/2000;148.15625;146.6304685;1.92188;54.42041427;145.3203125;7.71875;57.16413834;136.185937;14.15625;63.84354546
12/07/2000;149.125;146.707031;3.96875;55.91966059;145.3203125;7.71875;57.16413834;136.185937;14.15625;63.84354546
13/07/2000;149.78125;146.803906;4.21875;56.92740536;145.3203125;7.71875;57.16413834;136.185937;14.15625;63.84354546
14/07/2000;151.25;146.9585935;7.0625;59.12348146;145.3203125;7.71875;57.16413834;136.185937;14.15625;63.84354546
17/07/2000;151;147.178906;5.71875;58.58959577;145.6484375;4.875;54.18225167;136.185937;14.15625;63.84354546
18/07/2000;149.76562;147.2437495;2.48437;55.96938064;145.6484375;4.875;54.18225167;136.185937;14.15625;63.84354546
19/07/2000;148.6875;147.2812495;4.0625;53.76433174;145.6484375;4.875;54.18225167;136.185937;14.15625;63.84354546
20/07/2000;150.625;147.420312;4.875;56.96371595;145.6484375;4.875;54.18225167;136.185937;14.15625;63.84354546
21/07/2000;147.6875;147.523437;-0.40625;51.31137472;145.6484375;4.875;54.18225167;136.185937;14.15625;63.84354546
24/07/2000;146.84375;147.6468745;-1;49.82042601;145.74375;0.96875;49.891517;136.185937;14.15625;63.84354546
25/07/2000;147.3125;147.700781;-0.84375;50.65678606;145.74375;0.96875;49.891517;136.185937;14.15625;63.84354546
26/07/2000;145.875;147.7367185;-3.25;48.07657233;145.74375;0.96875;49.891517;136.185937;14.15625;63.84354546
27/07/2000;145.375;147.7273435;-4.40625;47.1985647;145.74375;0.96875;49.891517;136.185937;14.15625;63.84354546
28/07/2000;142.09375;147.622656;-9.15625;41.92292653;145.74375;0.96875;49.891517;136.185937;14.15625;63.84354546
31/07/2000;142.90625;147.503906;-8.09375;43.56307403;145.715625;8.375;52.88962976;136.185937;14.15625;63.84354546
01/08/2000;143.875;147.3335935;-5.89062;45.49028707;145.715625;8.375;52.88962976;137.6374995;15.34375;67.35379483
02/08/2000;144.59375;147.332031;-4.09375;46.90280318;145.715625;8.375;52.88962976;137.6374995;15.34375;67.35379483
03/08/2000;145.59375;147.3242185;-5.03125;48.8395176;145.715625;8.375;52.88962976;137.6374995;15.34375;67.35379483
04/08/2000;146.375;147.238281;-1.3125;50.32580953;145.715625;8.375;52.88962976;137.6374995;15.34375;67.35379483
07/08/2000;148.125;147.2523435;1.28125;53.50292117;145.403906;-0.51563;53.53944131;137.6374995;15.34375;67.35379483
08/08/2000;148.6875;147.278906;1.375;54.48540661;145.403906;-0.51563;53.53944131;137.6374995;15.34375;67.35379483
09/08/2000;147.4375;147.194531;1.5625;51.9253101;145.403906;-0.51563;53.53944131;137.6374995;15.34375;67.35379483
10/08/2000;146.71875;147.041406;1.34375;50.49291211;145.403906;-0.51563;53.53944131;137.6374995;15.34375;67.35379483
11/08/2000;147.32812;146.845312;5.23437;51.679523;145.403906;-0.51563;53.53944131;137.6374995;15.34375;67.35379483
14/08/2000;149.28125;146.7593745;6.375;55.28631264;145.369531;3.09375;55.14748314;137.6374995;15.34375;67.35379483
15/08/2000;149.15625;146.728906;5.28125;55.01038042;145.369531;3.09375;55.14748314;137.6374995;15.34375;67.35379483
16/08/2000;148.625;146.725781;4.03125;53.81187193;145.369531;3.09375;55.14748314;137.6374995;15.34375;67.35379483
17/08/2000;150.1875;146.703906;4.59375;56.72364499;145.369531;3.09375;55.14748314;137.6374995;15.34375;67.35379483
18/08/2000;149.6875;146.803906;3.3125;55.54704882;145.369531;3.09375;55.14748314;137.6374995;15.34375;67.35379483
21/08/2000;150.5625;146.9898435;2.4375;57.17914584;145.360156;4.65625;56.20158537;137.6374995;15.34375;67.35379483
22/08/2000;150.3125;147.1398435;1.625;56.55620488;145.360156;4.65625;56.20158537;137.6374995;15.34375;67.35379483
23/08/2000;150.84375;147.388281;3.40625;57.58719489;145.360156;4.65625;56.20158537;137.6374995;15.34375;67.35379483
24/08/2000;151.3125;147.685156;4.59375;58.49964709;145.360156;4.65625;56.20158537;137.6374995;15.34375;67.35379483
25/08/2000;151.25;148.1429685;3.92188;58.32398084;145.360156;4.65625;56.20158537;137.6374995;15.34375;67.35379483
28/08/2000;151.76562;148.585937;2.48437;59.38057424;146.060156;8;56.96617372;137.6374995;15.34375;67.35379483
29/08/2000;151.79687;148.9820305;2.64062;59.44600243;146.060156;8;56.96617372;137.6374995;15.34375;67.35379483
30/08/2000;150.34375;149.2695305;1.71875;55.11173262;146.060156;8;56.96617372;137.6374995;15.34375;67.35379483
31/08/2000;152.34375;149.6070305;2.15625;59.39067887;146.060156;8;56.96617372;137.6374995;15.34375;67.35379483
01/09/2000;152.375;149.9070305;2.6875;59.45408926;146.060156;8;56.96617372;138.435937;4.23438;61.55665587
05/09/2000;151.28125;150.064843;0.71875;56.22752053;146.360156;4.53125;54.68308422;138.435937;4.23438;61.55665587
06/09/2000;149.78125;150.1195305;-0.53125;52.15191674;146.360156;4.53125;54.68308422;138.435937;4.23438;61.55665587
07/09/2000;150.84375;150.289843;0;54.59946345;146.360156;4.53125;54.68308422;138.435937;4.23438;61.55665587
08/09/2000;149.8125;150.4445305;-1.5;51.89419987;146.360156;4.53125;54.68308422;138.435937;4.23438;61.55665587
11/09/2000;149.59375;150.557812;-1.65625;51.3277689;146.410156;-2;51.53579077;138.435937;4.23438;61.55665587
12/09/2000;148.46875;150.517187;-3.29687;48.47082105;146.410156;-2;51.53579077;138.435937;4.23438;61.55665587
13/09/2000;148.89062;150.5039055;-2.90625;49.57592539;146.410156;-2;51.53579077;138.435937;4.23438;61.55665587
14/09/2000;148.46875;150.496093;-1.875;48.48413563;146.410156;-2;51.53579077;138.435937;4.23438;61.55665587
15/09/2000;146.09375;150.2914055;-6.25;42.89950178;146.410156;-2;51.53579077;138.435937;4.23438;61.55665587
18/09/2000;144.65625;150.039843;-7.71875;39.97333567;146.497656;-5.96875;50.86418868;138.435937;4.23438;61.55665587
19/09/2000;145.96875;149.8101555;-5.3125;43.65769592;146.497656;-5.96875;50.86418868;138.435937;4.23438;61.55665587
20/09/2000;144.89062;149.5390615;-4.89063;41.46268628;146.497656;-5.96875;50.86418868;138.435937;4.23438;61.55665587
21/09/2000;145.1875;149.256249;-5.65625;42.30144999;146.497656;-5.96875;50.86418868;138.435937;4.23438;61.55665587
22/09/2000;145.28125;148.9546865;-4.53125;42.57428049;146.497656;-5.96875;50.86418868;138.435937;4.23438;61.55665587
25/09/2000;144.15625;148.599999;-5.4375;40.18034612;146.538281;-4.0625;49.48393427;138.435937;4.23438;61.55665587
26/09/2000;142.40625;148.1320305;-6.0625;36.80052467;146.538281;-4.0625;49.48393427;138.435937;4.23438;61.55665587
27/09/2000;143.15625;147.6999995;-5.73437;39.10552243;146.538281;-4.0625;49.48393427;138.435937;4.23438;61.55665587
28/09/2000;146.125;147.489062;-2.34375;47.12120077;146.538281;-4.0625;49.48393427;138.435937;4.23438;61.55665587
29/09/2000;143.625;147.0531245;-2.46875;42.20852372;146.538281;-4.0625;49.48393427;138.435937;4.23438;61.55665587
02/10/2000;143.84375;146.626562;-0.8125;42.75682959;146.535156;-1.03125;47.39462195;139.405468;-3.92188;61.13092086
03/10/2000;142.5;146.1874995;-3.46875;40.29119362;146.535156;-1.03125;47.39462195;139.405468;-3.92188;61.13092086
04/10/2000;143.6875;145.882812;-1.20312;43.3238834;146.535156;-1.03125;47.39462195;139.405468;-3.92188;61.13092086
05/10/2000;144.1875;145.5499995;-1;44.56860182;146.535156;-1.03125;47.39462195;139.405468;-3.92188;61.13092086
06/10/2000;141.0625;145.1124995;-4.21875;38.95430004;146.535156;-1.03125;47.39462195;139.405468;-3.92188;61.13092086
09/10/2000;140;144.632812;-4.15625;37.27786773;146.513281;-8.8125;44.68861148;139.405468;-3.92188;61.13092086
10/10/2000;137.6875;144.0937495;-4.71875;33.939892;146.513281;-8.8125;44.68861148;139.405468;-3.92188;61.13092086
11/10/2000;136.53125;143.475781;-6.625;32.41601122;146.513281;-8.8125;44.68861148;139.405468;-3.92188;61.13092086
12/10/2000;133.125;142.7085935;-13;28.4629422;146.513281;-8.8125;44.68861148;139.405468;-3.92188;61.13092086
13/10/2000;137.5625;142.282031;-6.0625;38.69013269;146.513281;-8.8125;44.68861148;139.405468;-3.92188;61.13092086
16/10/2000;138.1875;141.9585935;-5.65625;39.95953782;146.116406;-7.42187;46.82339365;139.405468;-3.92188;61.13092086
17/10/2000;134.75;141.397656;-7.75;35.69186513;146.116406;-7.42187;46.82339365;139.405468;-3.92188;61.13092086
18/10/2000;134.25;140.865625;-9.4375;35.11902986;146.116406;-7.42187;46.82339365;139.405468;-3.92188;61.13092086
19/10/2000;139.28125;140.5703125;-4.90625;44.52591517;146.116406;-7.42187;46.82339365;139.405468;-3.92188;61.13092086
20/10/2000;139.90625;140.3015625;-1.15625;45.55553214;146.116406;-7.42187;46.82339365;139.405468;-3.92188;61.13092086
23/10/2000;140.53125;140.1203125;0.53125;46.59628194;145.750781;-10.40625;46.32279258;139.405468;-3.92188;61.13092086
24/10/2000;139.59375;139.9796875;1.90625;45.23439235;145.750781;-10.40625;46.32279258;139.405468;-3.92188;61.13092086
25/10/2000;136.3125;139.6375;-0.21875;40.84698477;145.750781;-10.40625;46.32279258;139.405468;-3.92188;61.13092086
26/10/2000;136.6875;139.165625;3.5625;41.5275531;145.750781;-10.40625;46.32279258;139.405468;-3.92188;61.13092086
27/10/2000;139.28125;138.9484375;1.71875;46.03655732;145.750781;-10.40625;46.32279258;139.405468;-3.92188;61.13092086
30/10/2000;140.53125;138.7828125;2.34375;48.0631936;145.560156;-8.46875;49.49760579;139.405468;-3.92188;61.13092086
31/10/2000;142.95312;138.8054685;8.20312;51.74963142;145.560156;-8.46875;49.49760579;139.405468;-3.92188;61.13092086
01/11/2000;142.46875;138.744531;8.21875;50.98960442;145.560156;-8.46875;49.49760579;139.6007805;-7.34375;54.80893105
02/11/2000;142.70312;138.670312;3.42187;51.35259514;145.560156;-8.46875;49.49760579;139.6007805;-7.34375;54.80893105
03/11/2000;142.78125;138.7562495;2.875;51.47838559;145.560156;-8.46875;49.49760579;139.6007805;-7.34375;54.80893105
06/11/2000;143.78125;138.945312;3.25;53.10790338;145.172656;-15.75;44.62315146;139.6007805;-7.34375;54.80893105
07/11/2000;143.75;139.248437;4.15625;53.04944537;145.172656;-15.75;44.62315146;139.6007805;-7.34375;54.80893105
08/11/2000;140.5625;139.4499995;4.25;47.45500819;145.172656;-15.75;44.62315146;139.6007805;-7.34375;54.80893105
09/11/2000;140.03125;139.795312;3.34375;46.59509657;145.172656;-15.75;44.62315146;139.6007805;-7.34375;54.80893105
10/11/2000;136.625;139.748437;-2.65625;41.52882688;145.172656;-15.75;44.62315146;139.6007805;-7.34375;54.80893105
13/11/2000;135.5625;139.617187;-4.96875;40.10077949;144.7406245;-13.17188;44.63767626;139.6007805;-7.34375;54.80893105
14/11/2000;139.125;139.835937;-3.82812;46.56922156;144.7406245;-13.17188;44.63767626;139.6007805;-7.34375;54.80893105
15/11/2000;139.5625;140.101562;-2.90625;47.30301991;144.7406245;-13.17188;44.63767626;139.6007805;-7.34375;54.80893105
16/11/2000;137.375;140.0062495;-5.32812;44.12177223;144.7406245;-13.17188;44.63767626;139.6007805;-7.34375;54.80893105
17/11/2000;136.64062;139.842968;-6.14063;43.10001409;144.7406245;-13.17188;44.63767626;139.6007805;-7.34375;54.80893105
20/11/2000;134.6875;139.5507805;-9.09375;40.48209895;144.0781245;-11.25;43.26691193;139.6007805;-7.34375;54.80893105
21/11/2000;135.375;139.339843;-8.375;41.78892224;144.0781245;-11.25;43.26691193;139.6007805;-7.34375;54.80893105
22/11/2000;132.14062;139.131249;-8.42188;37.69992017;144.0781245;-11.25;43.26691193;139.6007805;-7.34375;54.80893105
24/11/2000;134.84375;139.0390615;-5.1875;42.62636595;144.0781245;-11.25;43.26691193;139.6007805;-7.34375;54.80893105
27/11/2000;136.03125;138.8765615;-0.59375;44.64545007;143.126562;-13.0625;41.32052578;139.6007805;-7.34375;54.80893105
28/11/2000;133.6875;138.534374;-1.875;41.61075789;143.126562;-13.0625;41.32052578;139.6007805;-7.34375;54.80893105
29/11/2000;133.4375;138.058593;-5.6875;41.2963689;143.126562;-13.0625;41.32052578;139.6007805;-7.34375;54.80893105
30/11/2000;132.28125;137.549218;-7.28125;39.83478023;143.126562;-13.0625;41.32052578;139.6007805;-7.34375;54.80893105
01/12/2000;132.21875;137.0249995;-5.15625;39.75492162;143.126562;-13.0625;41.32052578;139.4976555;-6.25;54.2056712
04/12/2000;133.34375;136.5531245;-3.29687;41.95425731;142.4406245;-9.65625;43.11192501;139.4976555;-6.25;54.2056712
05/12/2000;137.71875;136.2499995;3.03125;49.48450702;142.4406245;-9.65625;43.11192501;139.4976555;-6.25;54.2056712
06/12/2000;135.51562;135.8382805;0.14062;46.30802343;142.4406245;-9.65625;43.11192501;139.4976555;-6.25;54.2056712
07/12/2000;133.65625;135.492968;1.51563;43.8156038;142.4406245;-9.65625;43.11192501;139.4976555;-6.25;54.2056712
08/12/2000;133.96875;135.189843;-0.875;44.34422992;142.4406245;-9.65625;43.11192501;139.4976555;-6.25;54.2056712
11/12/2000;138.625;135.289843;2.59375;51.48556547;141.8843745;-10.09375;40.86626688;139.4976555;-6.25;54.2056712
12/12/2000;138.03125;135.4132805;4.34375;50.61597753;141.8843745;-10.09375;40.86626688;139.4976555;-6.25;54.2056712
13/12/2000;136.14062;135.2640615;2.70312;47.91045867;141.8843745;-10.09375;40.86626688;139.4976555;-6.25;54.2056712
14/12/2000;134.40625;135.006249;2.125;45.56453238;141.8843745;-10.09375;40.86626688;139.4976555;-6.25;54.2056712
15/12/2000;130.96875;134.6859365;-1.25;41.35087701;141.8843745;-10.09375;40.86626688;139.4976555;-6.25;54.2056712
18/12/2000;132.71875;134.489843;-0.625;44.11351228;141.1124995;-6.625;40.84299766;139.4976555;-6.25;54.2056712
19/12/2000;130.01562;134.256249;-7.70313;40.98254093;141.1124995;-6.625;40.84299766;139.4976555;-6.25;54.2056712
20/12/2000;126.25;133.799999;-9.26562;37.12803853;141.1124995;-6.625;40.84299766;139.4976555;-6.25;54.2056712
21/12/2000;127.125;133.549218;-6.53125;38.53841183;141.1124995;-6.625;40.84299766;139.4976555;-6.25;54.2056712
22/12/2000;130.9375;133.3539055;-3.03125;44.25902674;141.1124995;-6.625;40.84299766;139.4976555;-6.25;54.2056712
26/12/2000;132.34375;133.1695305;-6.28125;46.19846339;140.3054685;-8.71875;41.12459602;139.4976555;-6.25;54.2056712
27/12/2000;133.3125;133.1507805;-4.71875;47.51927048;140.3054685;-8.71875;41.12459602;139.4976555;-6.25;54.2056712
28/12/2000;133.71875;133.164843;-2.42187;48.08050725;140.3054685;-8.71875;41.12459602;139.4976555;-6.25;54.2056712
29/12/2000;131.1875;133.1101555;-3.21875;44.93654791;140.3054685;-8.71875;41.12459602;139.4976555;-6.25;54.2056712
02/01/2001;128.8125;132.939843;-2.15625;42.21690348;139.2804685;-10.09375;39.5434296;139.8384995;-13.355;56.86405905
03/01/2001;135;133.0226555;2.28125;50.42457171;139.2804685;-10.09375;39.5434296;139.8384995;-13.355;56.86405905
04/01/2001;133.54687;132.8140615;3.53125;48.71814257;139.2804685;-10.09375;39.5434296;139.8384995;-13.355;56.86405905
05/01/2001;129.1875;132.4976555;2.9375;44.0250955;139.2804685;-10.09375;39.5434296;139.8384995;-13.355;56.86405905
08/01/2001;130.1875;132.324218;3.0625;45.29438778;138.3179685;-10.78125;42.79123744;139.8384995;-13.355;56.86405905
09/01/2001;129.84375;132.117968;-1.09375;44.9266785;138.3179685;-10.78125;42.79123744;139.8384995;-13.355;56.86405905
10/01/2001;132.125;131.792968;-0.21875;47.87532709;138.3179685;-10.78125;42.79123744;139.8384995;-13.355;56.86405905
11/01/2001;132.25;131.5039055;-1.0625;48.03539923;138.3179685;-10.78125;42.79123744;139.8384995;-13.355;56.86405905
12/01/2001;132;131.2968745;-1.71875;47.72760437;138.3179685;-10.78125;42.79123744;139.8384995;-13.355;56.86405905
16/01/2001;132.84375;131.2187495;1.65625;48.88820857;137.3999995;-2.60938;45.01405559;139.8384995;-13.355;56.86405905
17/01/2001;133.45312;131.342968;4.64062;49.73453522;137.3999995;-2.60938;45.01405559;139.8384995;-13.355;56.86405905
18/01/2001;134.78125;131.446093;-0.21875;51.56973185;137.3999995;-2.60938;45.01405559;139.8384995;-13.355;56.86405905
19/01/2001;134.01562;131.646093;0.46875;50.45471278;137.3999995;-2.60938;45.01405559;139.8384995;-13.355;56.86405905
22/01/2001;134.90625;132.0789055;5.71875;51.7294977;136.7031245;-0.76562;47.00838693;139.8384995;-13.355;56.86405905
23/01/2001;135.96875;132.521093;5.78125;53.23666331;136.7031245;-0.76562;47.00838693;139.8384995;-13.355;56.86405905
24/01/2001;136.375;132.792968;6.53125;53.81559621;136.7031245;-0.76562;47.00838693;139.8384995;-13.355;56.86405905
25/01/2001;136.03125;132.977343;3.90625;53.23010724;136.7031245;-0.76562;47.00838693;139.8384995;-13.355;56.86405905
26/01/2001;135.875;133.105468;3.625;52.95513727;136.7031245;-0.76562;47.00838693;139.8384995;-13.355;56.86405905
29/01/2001;136.60001;133.249531;4.60001;54.11007495;136.138437;-0.04375;45.99566062;139.8384995;-13.355;56.86405905
30/01/2001;137.8;133.580156;4.95625;55.98784293;136.138437;-0.04375;45.99566062;139.8384995;-13.355;56.86405905
31/01/2001;137.02;133.990531;3.56688;54.46672761;136.138437;-0.04375;45.99566062;139.8384995;-13.355;56.86405905
01/02/2001;137.92999;134.1370305;3.14874;55.93332205;136.138437;-0.04375;45.99566062;139.1859995;-21.14375;50.03043526
02/02/2001;134.8;134.199687;0.78438;50.10482781;136.138437;-0.04375;45.99566062;139.1859995;-21.14375;50.03043526
05/02/2001;135.78999;134.5298115;0.88374;51.77378832;135.4663745;-0.37875;43.29876112;139.1859995;-21.14375;50.03043526
06/02/2001;135.39;134.7899365;-0.57875;51.04937638;135.4663745;-0.37875;43.29876112;139.1859995;-21.14375;50.03043526
07/02/2001;134.69;135.032249;-1.685;49.76976109;135.4663745;-0.37875;43.29876112;139.1859995;-21.14375;50.03043526
08/02/2001;133.12;135.081999;-2.91125;46.99556735;135.4663745;-0.37875;43.29876112;139.1859995;-21.14375;50.03043526
09/02/2001;131.84;135.061499;-4.035;44.85522198;135.4663745;-0.37875;43.29876112;139.1859995;-21.14375;50.03043526
12/02/2001;133.35001;135.1289995;-3.25;47.80002602;134.805124;-3.56876;42.03963302;139.1859995;-21.14375;50.03043526
13/02/2001;132.25999;135.0998115;-5.54001;45.94054359;134.805124;-3.56876;42.03963302;139.1859995;-21.14375;50.03043526
14/02/2001;132.06;135.0301555;-4.96;45.59881555;134.805124;-3.56876;42.03963302;139.1859995;-21.14375;50.03043526
15/02/2001;133.34;134.958093;-4.58999;48.18881121;134.805124;-3.56876;42.03963302;139.1859995;-21.14375;50.03043526
16/02/2001;130.39999;134.7773115;-4.40001;43.22562981;134.805124;-3.56876;42.03963302;139.1859995;-21.14375;50.03043526
20/02/2001;128.39;134.451499;-7.39999;40.24977473;133.9999995;-6.00874;37.69189372;139.1859995;-21.14375;50.03043526
21/02/2001;125.62;133.9340615;-9.77;36.60335611;133.9999995;-6.00874;37.69189372;139.1859995;-21.14375;50.03043526
22/02/2001;125.81;133.4058115;-8.88;37.0143241;133.9999995;-6.00874;37.69189372;139.1859995;-21.14375;50.03043526
23/02/2001;124.96001;132.8522495;-8.15999;35.9205339;133.9999995;-6.00874;37.69189372;139.1859995;-21.14375;50.03043526
26/02/2001;127.62;132.4394995;-4.22;41.59196055;133.3023745;-7.3275;36.70281039;139.1859995;-21.14375;50.03043526
27/02/2001;126.44;131.931499;-6.91001;39.94520407;133.3023745;-7.3275;36.70281039;139.1859995;-21.14375;50.03043526
28/02/2001;123.95;131.238999;-8.30999;36.72360197;133.3023745;-7.3275;36.70281039;139.1859995;-21.14375;50.03043526
01/03/2001;124.60001;130.6179995;-7.45999;38.09215901;133.3023745;-7.3275;36.70281039;138.3829995;-26.1225;46.75343084
02/03/2001;123.61;129.902;-9.73;36.8186618;133.3023745;-7.3275;36.70281039;138.3829995;-26.1225;46.75343084
