Date;Close;MM_Daily_20_exp;MoM_Daily_10_exp;RSI_Daily_21_exp;MM_Weekly_20_exp;MoM_Weekly_10_exp;RSI_Weekly_21_exp;MM_Monthly_20_exp;MoM_Monthly_10_exp;RSI_Monthly_21_exp;Closure_Daily;Closure_Weekly;Closure_Monthly;MM_Daily_20;MM_Weekly_20;MM_Monthly_20
1993-05-14;44.0;44.2171875;-0.03125;44.88471436;;-0.75;;;;;True;True;False;44.2171875;;
1993-05-17;44.15625;44.1875;-0.15625;46.94750241;;-0.34375;;;;;True;False;False;44.1875;;
1993-05-18;44.125;44.1671875;-0.34375;46.58139014;;-0.34375;;;;;True;False;False;44.1671875;;
1993-05-19;45.03125;44.19375;0.4375;56.83202502;;-0.34375;;;;;True;False;False;44.19375;;
1993-05-20;45.15625;44.2546875;0.71875;57.99928124;;-0.34375;;;;;True;False;False;44.2546875;;
1993-05-21;44.75;44.3046875;0.40625;53.09959376;;-0.34375;;;;;True;True;False;44.3046875;;
1993-05-24;44.9375;44.38125;0.5;54.94415919;;0.1875;;;;;True;False;False;44.38125;;
1993-05-25;45.03125;44.4390625;0.40625;55.85564917;;0.1875;;;;;True;False;False;44.4390625;;
1993-05-26;45.59375;44.5296875;1.03125;60.84586146;;0.1875;;;;;True;False;False;44.5296875;;
1993-05-27;45.4375;44.603125;1.40625;58.90375226;;0.1875;;;;;True;False;False;44.603125;;
1993-05-28;45.21875;44.6625;1.21875;56.26384108;;0.1875;;;;;True;True;True;44.6625;;
1993-06-01;45.65625;44.7296875;1.5;60.02604845;;0.375;;;;;True;False;False;44.7296875;;
1993-06-02;45.59375;44.7859375;1.46875;59.26139401;;0.375;;;;;True;False;False;44.7859375;;
1993-06-03;45.4375;44.828125;0.40625;57.34386592;;0.375;;;;;True;False;False;44.828125;;
1993-06-04;45.28125;44.8703125;0.125;55.4596264;;0.375;;;;;True;True;False;44.8703125;;
1993-06-07;45.125;44.909375;0.375;53.60999904;44.5515875;1.0;;;;;True;False;False;44.909375;44.5515875;
1993-06-08;44.71875;44.9234375;-0.21875;49.1362468;44.5515875;1.0;;;;;True;False;False;44.9234375;44.5515875;
1993-06-09;44.875;44.9359375;-0.15625;50.79451805;44.5515875;1.0;;;;;True;False;False;44.9359375;44.5515875;
1993-06-10;44.90625;44.953125;-0.6875;51.12911093;44.5515875;1.0;;;;;True;False;False;44.953125;44.5515875;
1993-06-11;45.09375;45.00625;-0.34375;53.136708;44.5515875;1.0;;;;;True;True;False;45.00625;44.5515875;
1993-06-14;45.03125;45.0578125;-0.1875;52.38354455;44.5796875;0.21875;;;;;True;False;False;45.0578125;44.5796875;
1993-06-15;44.9375;45.096875;-0.71875;51.23966206;44.5796875;0.21875;;;;;True;False;False;45.096875;44.5796875;
1993-06-16;45.03125;45.1421875;-0.5625;52.3326044;44.5796875;0.21875;;;;;True;False;False;45.1421875;44.5796875;
1993-06-17;45.1875;45.15;-0.25;54.13180762;44.5796875;0.21875;;;;;True;False;False;45.15;44.5796875;
1993-06-18;44.5;45.1171875;-0.78125;46.09388085;44.5796875;0.21875;;;;;True;True;False;45.1171875;44.5796875;
1993-06-21;44.59375;45.109375;-0.53125;47.21610807;44.5703125;-0.15625;54.1011113;;;;True;False;False;45.109375;44.5703125;
1993-06-22;44.625;45.09375;-0.09375;47.59792856;44.5703125;-0.15625;54.1011113;;;;True;False;False;45.09375;44.5703125;
1993-06-23;44.21875;45.053125;-0.65625;43.32048953;44.5703125;-0.15625;54.1011113;;;;True;False;False;45.053125;44.5703125;
1993-06-24;44.8125;45.0140625;-0.09375;50.18980643;44.5703125;-0.15625;54.1011113;;;;True;False;False;45.0140625;44.5703125;
1993-06-25;44.78125;44.98125;-0.3125;49.85588859;44.5703125;-0.15625;54.1011113;;;;True;True;False;44.98125;44.5703125;
1993-06-28;45.28125;44.984375;0.25;54.89713068;44.575;0.9375;53.58800966;;;;True;False;False;44.984375;44.575;
1993-06-29;45.0625;44.9546875;0.125;52.47372103;44.575;0.9375;53.58800966;;;;True;False;False;44.9546875;44.575;
1993-06-30;45.0625;44.928125;0.03125;52.47372103;44.575;0.9375;53.58800966;;;;True;False;True;44.928125;44.575;
1993-07-01;44.9375;44.903125;-0.25;51.05385848;44.575;0.9375;53.58800966;;;;True;False;False;44.903125;44.575;
1993-07-02;44.6875;44.8734375;0.1875;48.30880964;44.575;0.9375;53.58800966;;;;True;True;False;44.8734375;44.575;
1993-07-06;44.21875;44.828125;-0.375;43.68457184;44.6453125;0.9375;54.93434564;;;;True;False;False;44.828125;44.6453125;
1993-07-07;44.34375;44.809375;-0.28125;45.1545552;44.6453125;0.9375;54.93434564;;;;True;False;False;44.809375;44.6453125;
1993-07-08;44.84375;44.8078125;0.625;50.57326891;44.6453125;0.9375;54.93434564;;;;True;False;False;44.8078125;44.6453125;
