time,Date,Close,MM_Daily_20_exp,MoM_Daily_10_exp,RSI_Daily_21_exp,MM_Weekly_20_exp,MoM_Weekly_10_exp,RSI_Weekly_21_exp,MM_Monthly_20_exp,MoM_Monthly_10_exp,RSI_Monthly_21_exp
1993-04-14T13:30:00Z,1993-4-14,44.938,44.828124999999986,-0.28125,52.785522104851303,NaN,NaN,-0.03125,NaN,NaN,NaN
1993-04-15T13:30:00Z,1993-4-15,44.938,44.823437499999997,-0.25,52.785522104851303,NaN,NaN,-0.03125,NaN,NaN,NaN
1993-04-16T13:30:00Z,1993-4-16,44.938,44.804687499999993,-0.09375,52.785522104851303,NaN,NaN,-0.03125,NaN,NaN,NaN
1993-04-19T13:30:00Z,1993-4-19,44.750,44.790624999999991,0.65625,50.541967979475288,NaN,NaN,-0.84375,NaN,NaN,NaN
1993-04-20T13:30:00Z,1993-4-20,44.531,44.778124999999989,0.21875,48.040662106891851,NaN,NaN,-0.84375,NaN,NaN,NaN
1993-04-21T13:30:00Z,1993-4-21,44.500,44.759374999999991,0.3125,47.686662449977611,NaN,NaN,-0.84375,NaN,NaN,NaN
1993-04-22T13:30:00Z,1993-4-22,43.938,44.712499999999991,-0.40625,41.857231516172625,NaN,NaN,-0.84375,NaN,NaN,NaN
1993-04-23T13:30:00Z,1993-4-23,43.750,44.642187499999991,-0.53125,40.13982634111818,NaN,NaN,-0.84375,NaN,NaN,NaN
1993-04-26T13:30:00Z,1993-4-26,43.406,44.567187499999989,-1.5,37.201541235688708,NaN,NaN,0.46875,NaN,NaN,NaN
1993-04-27T13:30:00Z,1993-4-27,43.875,44.506249999999987,-1.125,43.159086693230613,NaN,NaN,0.46875,NaN,NaN,NaN
1993-04-28T13:30:00Z,1993-4-28,43.781,44.434374999999989,-1.15625,42.31605700723707,NaN,NaN,0.46875,NaN,NaN,NaN
1993-04-29T13:30:00Z,1993-4-29,43.969,44.373437499999987,-0.96875,44.588986734331172,NaN,NaN,0.46875,NaN,NaN,NaN
1993-04-30T13:30:00Z,1993-4-30,44.031,44.32343749999999,-0.90625,45.342770411733007,NaN,NaN,0.46875,NaN,NaN,NaN
1993-05-03T13:30:00Z,1993-5-03,44.312,44.334374999999987,-0.4375,48.64377082045921,NaN,NaN,-0.0625,NaN,NaN,NaN
1993-05-04T13:30:00Z,1993-5-04,44.469,44.342187499999987,-0.0625,50.391487232788023,NaN,NaN,-0.0625,NaN,NaN,NaN
1993-05-05T13:30:00Z,1993-5-05,44.594,44.36249999999999,0.09375,51.770196253503528,NaN,NaN,-0.0625,NaN,NaN,NaN
1993-05-06T13:30:00Z,1993-5-06,44.438,44.367187499999993,0.5,49.948248230104952,NaN,NaN,-0.0625,NaN,NaN,NaN
1993-05-07T13:30:00Z,1993-5-07,44.344,44.37031249999999,0.59375,48.864837383587655,NaN,NaN,-0.0625,NaN,NaN,NaN
1993-05-10T13:30:00Z,1993-5-10,44.438,44.34687499999999,1.03125,50.003517321679979,NaN,NaN,-0.75,NaN,NaN,NaN
1993-05-11T13:30:00Z,1993-5-11,44.625,44.328124999999986,0.75,52.237050756228044,NaN,NaN,-0.75,NaN,NaN,NaN
1993-05-12T13:30:00Z,1993-5-12,44.562,44.309374999999982,0.78125,51.432855172305509,NaN,NaN,-0.75,NaN,NaN,NaN
1993-05-13T13:30:00Z,1993-5-13,44.031,44.26406249999998,0.0625,45.219615271583358,NaN,NaN,-0.75,NaN,NaN,NaN
1993-05-14T13:30:00Z,1993-5-14,44.000,44.21718749999998,-0.03125,44.884714358069431,NaN,NaN,-0.75,NaN,NaN,NaN
1993-05-17T13:30:00Z,1993-5-17,44.156,44.187499999999986,-0.15625,46.947502408234932,NaN,NaN,-0.34375,NaN,NaN,NaN
1993-05-18T13:30:00Z,1993-5-18,44.125,44.167187499999983,-0.34375,46.581390138257326,NaN,NaN,-0.34375,NaN,NaN,NaN
1993-05-19T13:30:00Z,1993-5-19,45.031,44.19374999999998,0.4375,56.832025018296051,NaN,NaN,-0.34375,NaN,NaN,NaN
1993-05-20T13:30:00Z,1993-5-20,45.156,44.254687499999982,0.71875,57.999281240384647,NaN,NaN,-0.34375,NaN,NaN,NaN
1993-05-21T13:30:00Z,1993-5-21,44.750,44.304687499999986,0.40625,53.099593761663193,NaN,NaN,-0.34375,NaN,NaN,NaN
1993-05-24T13:30:00Z,1993-5-24,44.938,44.38124999999998,0.5,54.944159188090083,NaN,NaN,0.1875,NaN,NaN,NaN
1993-05-25T13:30:00Z,1993-5-25,45.031,44.439062499999984,0.40625,55.855649165939241,NaN,NaN,0.1875,NaN,NaN,NaN
1993-05-26T13:30:00Z,1993-5-26,45.594,44.52968749999998,1.03125,60.845861458926841,NaN,NaN,0.1875,NaN,NaN,NaN
1993-05-27T13:30:00Z,1993-5-27,45.438,44.603124999999984,1.40625,58.903752256011458,NaN,NaN,0.1875,NaN,NaN,NaN
1993-05-28T13:30:00Z,1993-5-28,45.219,44.66249999999998,1.21875,56.263841080891616,NaN,NaN,0.1875,NaN,NaN,NaN
1993-06-01T13:30:00Z,1993-6-01,45.656,44.729687499999976,1.5,60.026048452427432,NaN,NaN,0.1875,NaN,NaN,NaN
1993-06-02T13:30:00Z,1993-6-02,45.594,44.785937499999974,1.46875,59.261394014591865,NaN,NaN,0.1875,NaN,NaN,NaN
